"","Date","rlc_end_time","Specimen.ID","deltaNPQ","Species","Treatment","Temp...C.","RLC.Time","RLC.Day","Run","pmax","rETRmax","rETRmaxYpoint1","NPQmax","alpha.1","alpha.2","alpha.3","alpha.4","ek.1","ek.2","ek.3","ek.4"
"465",2023-03-27,"10:46:19","hm147",1.14,"hm",3,30,"10:42:17",5,2,55.73,67.5,67.5,"1.246",0.853,0.03,28.451,0,65.4,4.4,15,0
"466",2023-03-27,"10:50:49","hm148",1.081,"hm",4,30,"10:46:46",5,2,48.48,61.25,52.5,"1.134",0.921,0.043,21.519,0,52.7,4.2,12.4,0
"467",2023-03-27,"10:55:53","ul145",0.344,"ul",1,30,"10:51:51",5,2,42.96,42.37,42.37,"0.702",0.67,0.026,26.19,0,64.1,4.6,13.9,0
"468",2023-03-27,"11:00:25","ul146",0.357,"ul",2,30,"10:56:23",5,2,64.25,61.27,61.27,"0.38",0.712,0.026,27.516,0,90.2,7.1,12.7,0
"469",2023-03-27,"11:04:57","ul147",0.445,"ul",3,30,"11:00:55",5,2,81.57,74.34,74.34,"0.526",0.693,0.022,31.059,0,117.7,9.2,12.8,0
"470",2023-03-27,"11:09:31","ul148",0.605,"ul",4,30,"11:05:29",5,2,104.94,88.2,88.2,"0.775",0.603,0.03,20.256,0,174,24.4,7.1,0
"471",2023-03-27,"11:14:18","hm125",1.261,"hm",1,24,"11:10:15",5,2,50.26,59.38,55.86,"1.383",0.852,0.035,24.441,0,59,4.4,13.5,0
"472",2023-03-27,"11:19:42","hm126",0.86,"hm",2,24,"11:15:40",5,2,113.74,103.75,103.75,"1.013",0.649,0.02,32.976,0,175.3,15.1,11.6,0
"473",2023-03-27,"11:24:36","hm127",1.089,"hm",3,24,"11:20:34",5,2,81.95,78.75,78.75,"1.198",0.741,0.03,24.497,0,110.5,10.6,10.4,0
"474",2023-03-27,"11:29:10","hm128",0.813,"hm",4,24,"11:25:07",5,2,67.05,61.88,59.85,"0.942",0.696,0.047,14.664,0,96.4,14.7,6.6,0
"475",2023-03-27,"11:33:59","ul125",0.328,"ul",1,24,"11:29:57",5,2,66.09,64.68,64.68,"0.55",0.659,0.018,36.303,0,100.3,6.3,16,0
"476",2023-03-27,"11:38:34","ul126",0.316,"ul",2,24,"11:34:32",5,2,98.26,88.2,88.2,"0.348",0.677,0.016,43.286,0,145.2,8.8,16.4,0
"477",2023-03-27,"11:43:01","ul127",0.424,"ul",3,24,"11:38:59",5,2,85.21,77.28,77.28,"0.524",0.642,0.018,35.083,0,132.8,9.6,13.8,0
"478",2023-03-27,"11:47:25","ul128",0.577,"ul",4,24,"11:43:23",5,2,93.09,77.81,77.81,"0.738",0.593,0.035,17.144,0,156.9,24.9,6.3,0
"479",2023-03-28,"8:03:01","hm113",0.823,"hm",1,27,"7:58:59",9,2,35.15,38.75,35.05,"1.117",0.975,0.076,12.825,0,36.1,4.1,8.7,0
"480",2023-03-28,"8:07:36","hm114",0.593,"hm",2,27,"8:03:33",9,2,76.29,73.08,73.08,"0.705",0.629,0.022,28.707,0,121.4,10.4,11.7,0
"481",2023-03-28,"8:13:02","hm115",0.879,"hm",3,27,"8:09:00",9,2,56.58,51.87,51.87,"0.914",0.792,0.045,17.644,0,71.4,8,9,0
"482",2023-03-28,"8:17:19","hm116",0.94,"hm",4,27,"8:13:17",9,2,42.78,42.75,42.75,"1.005",0.859,0.019,45.949,0,49.8,1.8,27.2,0
"483",2023-03-28,"8:21:55","ul113",0.168,"ul",1,27,"8:17:52",9,2,38.2,37.24,37.24,"0.423",0.73,0.051,14.415,0,52.3,6.3,8.4,0
"484",2023-03-28,"8:26:49","ul114",0.266,"ul",2,27,"8:22:46",9,2,32.57,33.25,33.25,"0.247",0.634,0.039,16.209,0,51.4,5.4,9.5,0
"485",2023-03-28,"8:31:19","ul115",0.283,"ul",3,27,"8:27:17",9,2,38.49,38.76,38.76,"0.244",0.701,0.049,14.388,0,54.9,6.7,8.2,0
"486",2023-03-28,"8:36:00","ul116",0.374,"ul",4,27,"8:31:57",9,2,48.83,46.93,46.93,"0.346",0.671,0.043,15.674,0,72.8,9.2,7.9,0
"487",2023-03-28,"8:40:55","hm117",0.653,"hm",1,30,"8:36:53",9,2,28.36,32.34,31.35,"1.207",0.737,0.041,17.764,0,38.5,3.3,11.7,0
"488",2023-03-28,"8:45:17","hm118",0.566,"hm",2,30,"8:41:15",9,2,48.53,51.88,51.66,"1.041",0.496,0.013,39.497,0,97.7,5.6,17.6,0
"489",2023-03-28,"8:49:49","hm119",0.562,"hm",3,30,"8:45:46",9,2,46.03,46.88,45.03,"0.855",0.659,0.015,45.171,0,69.8,3,23.1,0
"490",2023-03-28,"8:54:08","hm120",1.002,"hm",4,30,"8:50:06",9,2,40.96,44.37,40.47,"1.108",0.845,0.02,42.303,0,48.5,1.9,25.3,0
"491",2023-03-28,"8:58:37","ul117",0.147,"ul",1,30,"8:54:35",9,2,44.57,43.51,43.51,"0.325",0.889,0.076,11.648,0,50.1,7.3,6.9,0
"492",2023-03-28,"9:03:03","ul118",0.27,"ul",2,30,"8:59:01",9,2,55.97,54.15,54.15,"0.29",0.672,0.021,31.589,0,83.3,5.5,15,0
"493",2023-03-28,"9:07:33","ul119",0.279,"ul",3,30,"9:03:30",9,2,51.19,50.73,50.73,"0.346",0.691,0.025,28.034,0,74.1,5.3,14,0
"494",2023-03-28,"9:12:02","ul120",0.399,"ul",4,30,"9:08:00",9,2,85.19,78.12,78.12,"0.574",0.594,0.022,27.152,0,143.4,13.8,10.4,0
"495",2023-03-28,"9:16:33","hm121",0.653,"hm",1,30,"9:12:31",9,2,39.29,49.38,39.9,"0.927",0.812,0.024,33.741,0,48.4,2.4,20.2,0
"496",2023-03-28,"9:21:12","hm122",0.716,"hm",2,30,"9:17:10",9,2,55.25,63.75,63.75,"0.945",0.673,0.017,39.154,0,82.1,4.4,18.8,0
"497",2023-03-28,"9:25:58","hm123",0.729,"hm",3,30,"9:21:56",9,2,62.95,60.48,60.48,"0.785",0.681,0.015,44.936,0,92.4,4.5,20.5,0
"498",2023-03-28,"9:30:43","hm124",0.815,"hm",4,30,"9:26:41",9,2,36.69,52.5,42.18,"1.041",0.836,0.062,13.575,0,43.9,5.2,8.5,0
"499",2023-03-28,"9:35:07","ul121",0.089,"ul",1,30,"9:31:04",9,2,39.08,39.33,39.33,"0.408",0.657,0.039,16.97,0,59.5,6.4,9.3,0
"500",2023-03-28,"9:39:35","ul122",0.399,"ul",2,30,"9:35:33",9,2,82.68,78.96,78.96,"0.479",0.695,0.011,60.919,0,118.9,4.7,25.1,0
"501",2023-03-28,"9:44:03","ul123",0.414,"ul",3,30,"9:40:01",9,2,73.55,67.62,67.62,"0.435",0.728,0.025,28.914,0,101,7.9,12.7,0
"502",2023-03-28,"9:48:42","ul124",0.581,"ul",4,30,"9:44:39",9,2,70.3,63.27,63.27,"0.654",0.632,0.029,21.82,0,111.2,12,9.2,0
"503",2023-03-28,"9:53:24","hm101",0.884,"hm",1,24,"9:49:22",9,2,57.13,67.5,67.5,"1.075",0.763,0.023,33.801,0,74.9,4.5,16.8,0
"504",2023-03-28,"9:57:50","hm102",0.569,"hm",2,24,"9:53:48",9,2,75.49,79.38,79.38,"0.618",0.657,0.011,59.789,0,114.9,4.6,25,0
"505",2023-03-28,"9:59:43","hm103",0.796,"hm",3,24,"9:58:12",9,2,49.35,53.13,51.66,"1.134",0.623,0.022,28.439,0,79.2,5.7,13.8,0
"506",2023-03-28,"10:06:39","hm104",0.904,"hm",4,24,"10:02:37",9,2,85.15,78.95,78.95,"0.97",0.72,0.025,28.81,0,118.3,9.9,11.9,0
"507",2023-03-28,"10:11:07","ul101",0.256,"ul",1,24,"10:07:05",9,2,36.03,36.67,36.67,"0.436",0.84,0.074,11.272,0,42.9,6,7.1,0
"508",2023-03-28,"10:15:35","ul102",0.319,"ul",2,24,"10:11:32",9,2,49.7,49.02,49.02,"0.316",0.646,0.026,25.013,0,76.9,6.2,12.3,0
"509",2023-03-28,"10:20:49","ul103",0.328,"ul",3,24,"10:16:47",9,2,59.91,57.29,57.29,"0.359",0.594,0.023,26.022,0,100.8,8.8,11.5,0
"510",2023-03-28,"10:25:24","ul104",0.466,"ul",4,24,"10:21:22",9,2,59.68,55.86,55.86,"0.445",0.69,0.031,22.12,0,86.5,8.3,10.4,0
"511",2023-03-28,"10:29:55","hm105",0.935,"hm",1,24,"10:25:53",9,2,47.56,63.13,63.13,"1.184",0.835,0.04,21.132,0,56.9,4.8,11.8,0
"512",2023-03-28,"10:36:08","hm106",0.648,"hm",2,24,"10:32:06",9,2,34.11,36.48,36.48,"0.535",0.669,0.034,19.876,0,51,4.4,11.6,0
"513",2023-03-28,"10:41:28","hm107",0.43,"hm",3,24,"10:37:26",9,2,59.45,55.58,55.58,"0.473",0.648,0.041,15.727,0,91.7,12.7,7.2,0
"514",2023-03-28,"10:45:59","hm108",1.015,"hm",4,24,"10:41:57",9,2,55.29,61.88,59.22,"1.141",0.744,0.021,35.499,0,74.3,4.2,17.7,0
"515",2023-03-28,"10:50:37","ul105",0.207,"ul",1,24,"10:46:35",9,2,39.75,40.18,40.18,"0.574",0.699,0.04,17.514,0,56.9,5.8,9.8,0
"516",2023-03-28,"10:55:08","ul106",0.304,"ul",2,24,"10:51:06",9,2,62.16,59.56,59.56,"0.309",0.696,0.02,34.424,0,89.3,5.6,15.9,0
"517",2023-03-28,"10:59:42","ul107",0.347,"ul",3,24,"10:55:40",9,2,63.82,59.85,59.85,"0.346",0.666,0.027,24.709,0,95.8,8.6,11.1,0
"518",2023-03-28,"11:04:30","ul108",0.572,"ul",4,24,"11:00:27",9,2,90.57,77.23,77.23,"0.667",0.619,0.034,18.387,0,146.4,21,7,0
"519",2023-03-28,"11:09:17","hm109",1.04,"hm",1,27,"11:05:15",9,2,58.57,70.62,70.62,"1.12",0.906,0.035,25.865,0,64.6,4.7,13.7,0
"520",2023-03-28,"11:14:03","hm110",0.801,"hm",2,27,"11:10:01",9,2,82.47,80.22,80.22,"0.851",0.733,0.018,41.242,0,112.5,6.5,17.4,0
"521",2023-03-28,"11:18:39","hm111",1.037,"hm",3,27,"11:14:37",9,2,70.48,69.72,69.72,"1.146",0.759,0.014,54.541,0,92.9,3.7,24.8,0
"522",2023-03-28,"11:23:20","hm112",1.118,"hm",4,27,"11:19:18",9,2,73.17,76.02,76.02,"1.228",0.782,0.025,31.131,0,93.6,6.6,14.1,0
"523",2023-03-28,"11:28:26","ul109",0.291,"ul",1,27,"11:24:24",9,2,32.32,32.3,32.3,"0.496",0.809,0.067,12.157,0,40,5.1,7.9,0
"524",2023-03-28,"11:35:01","ul110",0.303,"ul",2,27,"11:30:58",9,2,52.9,51.59,51.59,"0.296",0.735,0.026,27.915,0,72,5.1,14.1,0
"525",2023-03-28,"11:39:41","ul111",0.372,"ul",3,27,"11:35:39",9,2,46.31,46.17,46.17,"0.346",0.625,0.03,20.689,0,74.1,7.2,10.3,0
"526",2023-03-28,"11:44:37","ul112",0.496,"ul",4,27,"11:40:35",9,2,57.17,54.15,54.15,"0.643",0.633,0.025,25.489,0,90.4,7.7,11.7,0
"527",2023-03-31,"8:01:52","hm137",0.846,"hm",1,27,"7:57:49",9,2,31.28,36.25,31.35,"1.11",1.123,0.033,34.051,0,27.9,1.1,25.6,0
"528",2023-03-31,"8:06:46","hm138",0.977,"hm",2,27,"8:02:44",9,2,29.08,34.02,29.7,"1.026",1.209,0.101,11.993,0,24.1,2.5,9.5,0
"529",2023-03-31,"8:11:23","hm139",0.996,"hm",3,27,"8:07:20",9,2,38.94,47.03,47.03,"1.085",0.936,0.061,15.34,0,41.6,4.2,9.8,0
"530",2023-03-31,"8:15:45","hm140",0.487,"hm",4,27,"8:11:42",9,2,35.94,42.5,35.62,"0.625",0.607,0.029,20.9,0,59.2,5.2,11.5,0
"531",2023-03-31,"8:18:35","ul137",0.09,"ul",1,27,"8:16:04",9,2,10.77,11.42,11.42,"0.205",3.024,11880.317,0,1,3.6,13993.7,0,1
"532",2023-03-31,"8:24:41","ul138",0.315,"ul",2,27,"8:20:39",9,2,53.34,50.45,50.45,"0.341",0.684,0.029,23.839,0,78,6.7,11.7,0
"533",2023-03-31,"8:29:16","ul139",0.397,"ul",3,27,"8:25:13",9,2,49.11,47.6,47.6,"0.365",0.624,0.034,18.603,0,78.7,8.7,9.1,0
"534",2023-03-31,"8:34:27","ul140",0.277,"ul",4,27,"8:30:25",9,2,68.87,64.98,64.98,"0.423",0.697,0.023,29.747,0,98.8,7.5,13.2,0
"535",2023-03-31,"8:38:49","hm141",0.575,"hm",1,30,"8:34:47",9,2,33.58,56.25,34.58,"1.079",0.705,0.053,13.233,0,47.6,6,8,0
"536",2023-03-31,"8:43:22","hm142",0.684,"hm",2,30,"8:39:19",9,2,51.54,55.62,50.73,"0.855",0.701,0.03,23.486,0,73.6,6.2,11.8,0
"537",2023-03-31,"8:48:30","hm143",0.692,"hm",3,30,"8:44:27",9,2,39.55,44.52,44.52,"0.985",0.625,0.027,23.508,0,63.3,5,12.6,0
"538",2023-03-31,"8:53:03","hm144",0.577,"hm",4,30,"8:49:01",9,2,41.28,46.25,41.32,"0.847",0.621,0.029,21.774,0,66.5,5.8,11.4,0
"539",2023-03-31,"8:57:30","ul141",0.155,"ul",1,30,"8:53:27",9,2,33.47,33.25,33.25,"0.279",0.706,0.038,18.675,0,47.4,4.2,11.3,0
"540",2023-03-31,"9:01:57","ul142",0.274,"ul",2,30,"8:57:54",9,2,48.54,49.3,49.3,"0.316",0.647,0.019,33.928,0,75.1,4.4,16.9,0
"541",2023-03-31,"9:06:36","ul143",0.416,"ul",3,30,"9:02:34",9,2,58.09,55.29,55.29,"0.43",0.579,0.025,23.356,0,100.3,9.7,10.3,0
"542",2023-03-31,"9:11:14","ul144",0.367,"ul",4,30,"9:07:11",9,2,54.16,52.44,52.44,"0.526",0.767,0.038,20.338,0,70.6,6.8,10.4,0
"543",2023-03-31,"9:15:41","hm145",0.699,"hm",1,30,"9:11:38",9,2,25.8,29.38,26.79,"1.158",0.996,0.057,17.464,0,25.9,1.9,13.5,0
"544",2023-03-31,"9:20:24","hm146",0.408,"hm",2,30,"9:16:22",9,2,46.08,63.13,63.13,"0.867",0.48,0.029,16.674,0,95.9,12.8,7.5,0
"545",2023-03-31,"9:24:46","hm147",0.826,"hm",3,30,"9:20:44",9,2,38,61.88,38.57,"1.125",0.825,0.061,13.617,0,46,5.5,8.3,0
"546",2023-03-31,"9:29:10","hm148",0.975,"hm",4,30,"9:25:07",9,2,56.23,65,65,"1.032",0.8,0.032,25.162,0,70.3,5.5,12.9,0
"547",2023-03-31,"9:33:45","ul145",0.1,"ul",1,30,"9:29:43",9,2,34.75,33.34,33.34,"0.209",0.712,0.027,26.085,0,48.8,3.1,15.6,0
"548",2023-03-31,"9:38:22","ul146",0.296,"ul",2,30,"9:34:19",9,2,51.99,50.16,50.16,"0.307",0.69,0.023,29.855,0,75.4,5.1,14.8,0
"549",2023-03-31,"9:42:51","ul147",0.386,"ul",3,30,"9:38:48",9,2,57.55,55.86,55.86,"0.403",0.703,0.022,32.415,0,81.8,5.3,15.5,0
"550",2023-03-31,"9:47:20","ul148",0.423,"ul",4,30,"9:43:18",9,2,63.05,61.56,61.56,"0.512",0.712,0.026,27.601,0,88.6,6.9,12.8,0
"551",2023-03-31,"9:51:58","hm125",0.981,"hm",1,24,"9:47:56",9,2,50.45,60,49.88,"1.336",0.796,0.061,13.127,0,63.4,9,7,0
"552",2023-03-31,"9:56:36","hm126",0.934,"hm",2,24,"9:52:34",9,2,46.93,58.12,54.6,"1.038",0.802,0.049,16.479,0,58.5,6.4,9.1,0
"553",2023-03-31,"9:59:32","hm127",0.943,"hm",3,24,"9:57:00",9,2,74.53,73.12,73.12,"1.042",0.744,0.039,19.292,0,100.2,11.8,8.5,0
"554",2023-03-31,"10:05:25","hm128",0.87,"hm",4,24,"10:01:23",9,2,68.37,64.03,64.03,"0.957",0.764,0.07,10.95,0,89.5,17.7,5.1,0
"555",2023-03-31,"10:09:58","ul125",0.225,"ul",1,24,"10:05:55",9,2,19.74,21.42,21.42,"0.773",1.127,0.505,2.232,0.067,17.5,9,2,0.1
"556",2023-03-31,"10:14:35","ul126",0.348,"ul",2,24,"10:10:32",9,2,45.73,45.6,45.6,"0.299",0.596,0.019,31.137,0,76.8,5,15.3,0
"557",2023-03-31,"10:19:23","ul127",0.358,"ul",3,24,"10:15:21",9,2,94.87,84,84,"0.487",0.65,0.022,29.333,0,145.9,13.1,11.1,0
"558",2023-03-31,"10:24:05","ul128",0.469,"ul",4,24,"10:20:03",9,2,67.92,62.13,62.13,"0.525",0.656,0.04,16.575,0,103.5,14.3,7.2,0
"559",2023-03-31,"10:29:12","hm129",0.679,"hm",1,24,"10:25:10",9,2,49.41,60.62,48.74,"0.796",0.762,0.021,36.128,0,64.9,3.4,19.1,0
"560",2023-03-31,"10:34:26","hm130",0.949,"hm",2,24,"10:30:23",9,2,54.31,61.88,51.66,"1",0.792,0.042,18.875,0,68.5,7,9.7,0
"561",2023-03-31,"10:38:52","hm131",0.855,"hm",3,24,"10:34:49",9,2,59.07,69.38,69.38,"0.92",0.74,0.032,23.225,0,79.8,7.1,11.3,0
"562",2023-03-31,"10:43:36","hm132",0.8,"hm",4,24,"10:39:33",9,2,81.01,80,80,"0.844",0.735,0.021,34.974,0,110.2,7.4,14.8,0
"563",2023-03-31,"10:48:01","ul129",0.486,"ul",1,24,"10:43:59",9,2,29.02,28.69,28.69,"0.562",0.699,0.082,8.536,0,41.5,7.6,5.5,0
"564",2023-03-31,"10:52:26","ul130",0.352,"ul",2,24,"10:48:24",9,2,70.53,65.55,65.55,"0.372",0.647,0.024,27.516,0,109,9.3,11.7,0
"565",2023-03-31,"10:57:03","ul131",0.399,"ul",3,24,"10:53:00",9,2,72.58,66.97,66.97,"0.468",0.611,0.02,30.863,0,118.7,9.3,12.7,0
"566",2023-03-31,"11:02:10","ul132",0.456,"ul",4,24,"10:58:07",9,2,67.75,61.84,61.84,"0.524",0.637,0.037,17.046,0,106.4,14.5,7.3,0
"567",2023-03-31,"11:06:34","hm133",0.99,"hm",1,27,"11:02:31",9,2,47.93,54.37,46.74,"1.243",0.913,0.025,36.775,0,52.5,2.5,21.3,0
"568",2023-03-31,"11:11:15","hm134",0.851,"hm",2,27,"11:07:13",9,2,64.66,70,70,"0.904",0.78,0.019,40.214,0,82.9,4.3,19.2,0
"569",2023-03-31,"11:15:48","hm135",0.806,"hm",3,27,"11:11:46",9,2,61.09,63.75,63.75,"1.012",0.657,0.021,32.007,0,93,6.4,14.6,0
"570",2023-03-31,"11:20:30","hm136",0.702,"hm",4,27,"11:16:28",9,2,79.56,86.25,86.25,"0.91",0.701,0.027,26.427,0,113.6,10.2,11.1,0
"571",2023-03-31,"11:25:01","ul133",0.284,"ul",1,27,"11:20:59",9,2,30.29,30.25,30.25,"0.329",0.906,0.13,6.952,0,33.4,6.9,4.9,0
"572",2023-03-31,"11:29:41","ul134",0.17,"ul",2,27,"11:25:39",9,2,59,56.72,56.72,"0.191",0.747,0.028,27.148,0,79,6,13.2,0
"573",2023-03-31,"11:34:27","ul135",0.336,"ul",3,27,"11:30:24",9,2,55.93,53.58,53.58,"0.339",0.674,0.027,24.795,0,82.9,7,11.8,0
"574",2023-03-31,"11:38:55","ul136",0.508,"ul",4,27,"11:34:53",9,2,62.37,57.29,57.29,"0.632",0.637,0.031,20.442,0,97.9,10.8,9.1,0
"575",2023-04-03,"8:01:25","hm201",1.018,"hm",1,24,"7:57:22",1,3,39.71,52.92,52.92,"1.018",1.04,0.066,15.834,0,38.2,3.6,10.5,0
"576",2023-04-03,"8:06:05","hm202",0.985,"hm",2,24,"8:02:02",1,3,46.74,65,65,"1.128",0.821,0.041,20.006,0,56.9,5.1,11.2,0
"577",2023-04-03,"8:10:43","hm203",1.054,"hm",3,24,"8:06:40",1,3,66.97,65.27,65.27,"1.132",0.788,0.016,50.847,0,85,3.5,24,0
"578",2023-04-03,"8:15:26","hm204",1.12,"hm",4,24,"8:11:24",1,3,45.23,44.17,44.17,"1.174",0.951,0.044,21.368,0,47.6,3.7,12.9,0
"579",2023-04-03,"8:20:02","ul201",0.402,"ul",1,24,"8:15:59",1,3,80.67,78.12,78.12,"0.565",0.732,0.014,53.885,0,110.1,4.8,22.9,0
"580",2023-04-03,"8:24:48","ul202",0.38,"ul",2,24,"8:20:46",1,3,64.68,60.9,60.9,"0.652",0.691,0.017,40.917,0,93.6,5,18.6,0
"581",2023-04-03,"8:29:14","ul203",0.314,"ul",3,24,"8:25:11",1,3,94.7,88.62,88.62,"0.438",0.683,0.014,48.159,0,138.6,7.4,18.6,0
"582",2023-04-03,"8:33:45","ul204",0.228,"ul",4,24,"8:29:43",1,3,77.68,72.66,72.66,"0.406",0.67,0.017,39.972,0,116,7,16.6,0
"583",2023-04-03,"8:38:09","hm205",0.929,"hm",1,24,"8:34:07",1,3,64.38,66.78,66.78,"1.157",0.719,0.017,41.431,0,89.5,4.7,19.1,0
"584",2023-04-03,"8:42:29","hm206",0.969,"hm",2,24,"8:38:27",1,3,80.53,88.12,88.12,"1.064",0.775,0.024,31.841,0,103.9,7.5,13.8,0
"585",2023-04-03,"8:46:50","hm207",1.015,"hm",3,24,"8:42:47",1,3,60.21,63.13,63.13,"1.184",0.792,0.022,35.434,0,76,4.3,17.5,0
"586",2023-04-03,"8:51:08","hm208",0.972,"hm",4,24,"8:47:06",1,3,46.54,61.25,49.14,"1.062",0.906,0.044,20.511,0,51.4,4.3,12,0
"587",2023-04-03,"8:55:37","ul205",0.372,"ul",1,24,"8:51:34",1,3,94.73,85.26,85.26,"0.505",0.688,0.02,34.291,0,137.7,10.3,13.3,0
"588",2023-04-03,"9:00:02","ul206",0.327,"ul",2,24,"8:55:59",1,3,102.02,86.94,86.94,"0.447",0.627,0.031,20.51,0,162.7,21.9,7.4,0
"589",2023-04-03,"9:04:38","ul207",0.364,"ul",3,24,"9:00:36",1,3,90.38,81.9,81.9,"0.498",0.685,0.019,36.82,0,132,9.1,14.5,0
"590",2023-04-03,"9:08:58","ul208",0.269,"ul",4,24,"9:04:56",1,3,99.89,87.78,87.78,"0.344",0.672,0.023,29.322,0,148.7,13.5,11,0
"591",2023-04-03,"9:14:01","hm209",0.588,"hm",1,27,"9:09:59",1,3,49.16,51.25,49.59,"0.939",0.608,0.019,32.508,0,80.9,5.2,15.7,0
"592",2023-04-03,"9:19:02","hm210",0.967,"hm",2,27,"9:15:00",1,3,49.62,50.62,50.4,"1.047",0.834,0.028,30.309,0,59.5,3.6,16.6,0
"593",2023-04-03,"9:23:24","hm211",1.018,"hm",3,27,"9:19:21",1,3,67.18,66.36,66.36,"1.077",0.842,0.042,20.015,0,79.8,8.2,9.7,0
"594",2023-04-03,"9:28:03","hm212",0.937,"hm",4,27,"9:24:01",1,3,43.41,57.5,50.45,"1.062",0.818,0.05,16.485,0,53,5.6,9.5,0
"595",2023-04-03,"9:32:28","ul209",0.309,"ul",1,27,"9:28:25",1,3,79.45,75.53,75.53,"0.452",0.713,0.018,40.183,0,111.4,6.6,17,0
"596",2023-04-03,"9:37:01","ul210",0.354,"ul",2,27,"9:32:58",1,3,82.03,77.23,77.23,"0.505",0.737,0.022,33.983,0,111.3,7.7,14.4,0
"597",2023-04-03,"9:41:28","ul211",0.37,"ul",3,27,"9:37:25",1,3,89.53,82.32,82.32,"0.501",0.708,0.025,28.883,0,126.4,10.9,11.6,0
"598",2023-04-03,"9:46:18","ul212",0.393,"ul",4,27,"9:42:16",1,3,76.83,72.39,72.39,"0.447",0.682,0.017,39.532,0,112.7,6.8,16.6,0
"599",2023-04-03,"9:50:50","hm213",0.64,"hm",1,27,"9:46:47",1,3,67.3,66.25,66.25,"0.81",0.632,0.019,33.902,0,106.5,7.3,14.6,0
"600",2023-04-03,"9:55:13","hm214",0.708,"hm",2,27,"9:51:11",1,3,94.58,101.88,101.88,"0.782",0.663,0.018,36.489,0,142.6,10.2,14,0
"601",2023-04-03,"9:59:34","hm215",0.689,"hm",3,27,"9:55:32",1,3,99.17,106.25,106.25,"0.755",0.646,0.011,56.467,0,153.4,7.3,21,0
"602",2023-04-03,"10:04:10","hm216",0.664,"hm",4,27,"10:00:07",1,3,113.85,116.25,116.25,"0.721",0.642,0.012,53.578,0,177.3,9.5,18.7,0
"603",2023-04-03,"10:08:39","ul213",0.335,"ul",1,27,"10:04:36",1,3,81.36,77.28,77.28,"0.492",0.661,0.018,37.082,0,123,8.2,15.1,0
"604",2023-04-03,"10:13:08","ul214",0.208,"ul",2,27,"10:09:05",1,3,85.27,78.66,78.66,"0.334",0.72,0.016,45.981,0,118.5,6.3,19,0
"605",2023-04-03,"10:17:43","ul215",0.362,"ul",3,27,"10:13:41",1,3,112.15,100.8,100.8,"0.506",0.651,0.015,42.785,0,172.3,11.4,15.1,0
"606",2023-04-03,"10:22:14","ul216",0.302,"ul",4,27,"10:18:12",1,3,85.69,80.09,80.09,"0.392",0.733,0.019,38.672,0,117,7.3,16,0
"607",2023-04-03,"10:26:49","hm217",0.7,"hm",1,30,"10:22:46",1,3,91.04,91.25,91.25,"0.911",0.594,0.006,94.271,0,153.3,4.4,35,0
"608",2023-04-03,"10:31:08","hm218",0.584,"hm",2,30,"10:27:05",1,3,97.3,96.25,96.25,"0.606",0.651,0.019,34.499,0,149.3,11.5,12.9,0
"609",2023-04-03,"10:35:47","hm219",0.786,"hm",3,30,"10:31:45",1,3,95.86,98.12,98.12,"0.855",0.67,0.009,72.567,0,143.2,5.2,27.7,0
"610",2023-04-03,"10:40:22","hm220",0.648,"hm",4,30,"10:36:19",1,3,109.64,112.5,112.5,"0.698",0.637,0.01,60.715,0,172,8,21.5,0
"611",2023-04-03,"10:45:25","ul217",0.313,"ul",1,30,"10:41:22",1,3,79.89,74.76,74.76,"0.42",0.697,0.014,49.853,0,114.6,5.5,20.8,0
"612",2023-04-03,"10:49:51","ul218",0.163,"ul",2,30,"10:45:48",1,3,90.45,82.32,82.32,"0.298",0.68,0.017,39.03,0,133,8.7,15.4,0
"613",2023-04-03,"10:54:15","ul219",0.318,"ul",3,30,"10:50:13",1,3,79.56,75.18,75.18,"0.517",0.68,0.014,49.605,0,116.9,5.7,20.6,0
"614",2023-04-03,"10:58:39","ul220",0.41,"ul",4,30,"10:54:37",1,3,80.55,74.1,74.1,"0.495",0.694,0.024,29.436,0,116.1,9.5,12.2,0
"615",2023-04-03,"11:03:43","hm221",1.036,"hm",1,30,"10:59:40",1,3,78.12,86.88,86.88,"1.13",0.717,0.029,24.436,0,108.9,10.4,10.4,0
"616",2023-04-03,"11:08:07","hm222",0.836,"hm",2,30,"11:04:05",1,3,137.94,120.54,120.54,"0.917",0.691,0.017,41.644,0,199.8,14.5,13.8,0
"617",2023-04-03,"11:12:32","hm223",0.586,"hm",3,30,"11:08:30",1,3,151.17,130.62,130.62,"0.637",0.645,0.013,49.978,0,234.3,15.2,15.4,0
"618",2023-04-03,"11:17:09","hm224",1.022,"hm",4,30,"11:13:07",1,3,101.28,100,100,"1.084",0.767,0.028,27.331,0,132,12.2,10.8,0
"619",2023-04-03,"11:21:46","ul221",0.461,"ul",1,30,"11:17:43",1,3,117.47,99.54,99.54,"0.605",0.61,0.023,25.988,0,192.6,22,8.8,0
"620",2023-04-03,"11:26:17","ul222",0.355,"ul",2,30,"11:22:14",1,3,112.48,96.25,96.25,"0.487",0.599,0.015,39.886,0,187.9,13.8,13.6,0
"621",2023-04-03,"11:30:39","ul223",0.224,"ul",3,30,"11:26:37",1,3,69.92,66.69,66.69,"0.52",0.666,0.018,36.048,0,105,6.7,15.6,0
