Column 1,Date,Specimen ID,uid,alpha_est,alpha_stderr,alpha_t,alpha_p,ek_est,ek_stderr,ek_t,ek_p,rETRmax,plant ID,ETRmax,Treatment,Species,RLC Day,Lanai Side,Temperature (°C),specific growth rate,run,lunar phase
141,2021-09-24,ul5-1,2021-09-24_ul5-1,0.679,0.106,6.393,0.001,88.5,16.4,5.4,0,65.1,ul5,27.34,2-35‰,ul,5,E,20,,1,III
142,2021-09-24,ul5-2,2021-09-24_ul5-2,0.745,0.134,5.547,0.001,86.3,18.3,4.7,0,70.98,ul5,29.81,3-28‰,ul,5,E,20,,1,III
143,2021-09-24,ul5-3,2021-09-24_ul5-3,0.781,0.133,5.875,0.001,93.7,19,4.9,0,79.23,ul5,33.28,4-18‰,ul,5,E,20,,1,III
144,2021-09-24,ul5-4,2021-09-24_ul5-4,0.766,0.076,10.103,0,133.5,16.5,8.1,0,105,ul5,44.1,5-11‰,ul,5,E,20,,1,III
145,2021-09-25,hm2-1,2021-09-25_hm2-1,0.772,0.087,8.899,0,109.8,15,7.3,0,91.02,hm2,38.23,2-35‰,hm,5,D,20,,1,IV
146,2021-09-25,hm2-2,2021-09-25_hm2-2,0.682,0.076,9.02,0,150.9,21.4,7,0,109.06,hm2,45.81,3-28‰,hm,5,D,20,,1,IV
147,2021-09-25,hm2-3,2021-09-25_hm2-3,0.821,0.12,6.861,0,57.8,9.5,6.1,0,54.94,hm2,23.07,4-18‰,hm,5,D,20,,1,IV
148,2021-09-25,hm2-4,2021-09-25_hm2-4,0.732,0.24,3.049,0.023,89.5,34.7,2.6,0,90.2,hm2,37.88,5-11‰,hm,5,D,20,,1,IV
149,2021-09-25,ul2-1,2021-09-25_ul2-1,1.029,0.67,1.537,0.175,38.1,26.8,1.4,0.2,49.02,ul2,20.59,2-35‰,ul,5,D,20,,1,IV
150,2021-09-25,ul2-2,2021-09-25_ul2-2,0.92,0.337,2.73,0.034,58.8,24.3,2.4,0.1,65.55,ul2,27.53,3-28‰,ul,5,D,20,,1,IV
151,2021-09-25,ul2-3,2021-09-25_ul2-3,1.17,0.843,1.388,0.214,35.8,27.7,1.3,0.2,52.06,ul2,21.87,4-18‰,ul,5,D,20,,1,IV
152,2021-09-25,ul2-4,2021-09-25_ul2-4,0.876,0.205,4.268,0.005,64.9,17.4,3.7,0,63.84,ul2,26.81,5-11‰,ul,5,D,20,,1,IV
153,2021-09-25,hm1-1,2021-09-25_hm1-1,0.637,0.066,9.615,0,147.7,19.6,7.5,0,104.96,hm1,44.08,2-35‰,hm,5,D,20,,1,IV
154,2021-09-25,hm1-2,2021-09-25_hm1-2,0.638,0.04,16.087,0,86.4,6.3,13.6,0,58.22,hm1,24.45,3-28‰,hm,5,D,20,,1,IV
155,2021-09-25,hm1-3,2021-09-25_hm1-3,0.676,0.033,20.477,0,129.6,7.9,16.4,0,91.02,hm1,38.23,4-18‰,hm,5,D,20,,1,IV
156,2021-09-25,hm1-4,2021-09-25_hm1-4,1.009,0.22,4.584,0.004,53.9,13.2,4.1,0,57,hm1,23.94,5-11‰,hm,5,D,20,,1,IV
157,2021-09-25,ul1-1,2021-09-25_ul1-1,0.857,0.195,4.386,0.005,66.8,17.4,3.8,0,65.84,ul1,27.65,2-35‰,ul,5,D,20,,1,IV
158,2021-09-25,ul1-2,2021-09-25_ul1-2,0.887,0.212,4.193,0.006,73.9,20.4,3.6,0,75.24,ul1,31.6,3-28‰,ul,5,D,20,,1,IV
159,2021-09-25,ul1-3,2021-09-25_ul1-3,0.947,0.408,2.323,0.059,58.6,28.5,2.1,0.1,68.4,ul1,28.73,4-18‰,ul,5,D,20,,1,IV
160,2021-09-25,ul1-4,2021-09-25_ul1-4,0.832,0.113,7.363,0,118.1,19.7,6,0,106.26,ul1,44.63,5-11‰,ul,5,D,20,,1,IV
161,2021-09-25,hm4-1,2021-09-25_hm4-1,0.863,0.312,2.769,0.032,54,21.8,2.5,0,63.96,hm4,26.86,2-35‰,hm,5,D,27,,1,IV
162,2021-09-25,hm4-2,2021-09-25_hm4-2,1.051,0.261,4.032,0.007,46.7,12.8,3.7,0,53.01,hm4,22.26,3-28‰,hm,5,D,27,,1,IV
163,2021-09-25,hm4-3,2021-09-25_hm4-3,0.944,0.241,3.924,0.008,66.1,19.3,3.4,0,72.16,hm4,30.31,4-18‰,hm,5,D,27,,1,IV
164,2021-09-25,hm4-4,2021-09-25_hm4-4,0.924,0.176,5.237,0.002,74,16.4,4.5,0,73.53,hm4,30.88,5-11‰,hm,5,D,27,,1,IV
165,2021-09-25,ul4-1,2021-09-25_ul4-1,0.796,0.111,7.199,0,85.4,14,6.1,0,72.96,ul4,30.64,2-35‰,ul,5,D,27,,1,IV
166,2021-09-25,ul4-2,2021-09-25_ul4-2,0.892,0.222,4.023,0.007,66.3,18.9,3.5,0,67.83,ul4,28.49,3-28‰,ul,5,D,27,,1,IV
167,2021-09-25,ul4-3,2021-09-25_ul4-3,0.816,0.117,6.983,0,86.3,14.6,5.9,0,76.02,ul4,31.93,4-18‰,ul,5,D,27,,1,IV
168,2021-09-25,ul4-4,2021-09-25_ul4-4,0.862,0.097,8.89,0,106.4,14.5,7.4,0,97.02,ul4,40.75,5-11‰,ul,5,D,27,,1,IV
169,2021-09-25,hm3-1,2021-09-25_hm3-1,0.797,0.16,4.966,0.003,59.7,13.6,4.4,0,57.4,hm3,24.11,2-35‰,hm,5,D,27,,1,IV
170,2021-09-25,hm3-2,2021-09-25_hm3-2,0.975,0.179,5.458,0.002,47.5,9.6,4.9,0,54.12,hm3,22.73,3-28‰,hm,5,D,27,,1,IV
171,2021-09-25,hm3-3,2021-09-25_hm3-3,0.824,0.156,5.268,0.002,67.4,14.7,4.6,0,65.6,hm3,27.55,4-18‰,hm,5,D,27,,1,IV
172,2021-09-25,hm3-4,2021-09-25_hm3-4,0.942,0.27,3.483,0.013,47.5,15.1,3.2,0,53.3,hm3,22.39,5-11‰,hm,5,D,27,,1,IV
173,2021-09-25,ul3-1,2021-09-25_ul3-1,0.895,0.286,3.129,0.02,57,20.5,2.8,0,60.99,ul3,25.62,2-35‰,ul,5,D,27,,1,IV
174,2021-09-25,ul3-2,2021-09-25_ul3-2,0.767,0.218,3.519,0.013,61,19.7,3.1,0,53.3,ul3,22.39,3-28‰,ul,5,D,27,,1,IV
175,2021-09-25,ul3-3,2021-09-25_ul3-3,0.897,0.2,4.476,0.004,70.7,18.2,3.9,0,71.82,ul3,30.16,4-18‰,ul,5,D,27,,1,IV
176,2021-09-25,ul3-4,2021-09-25_ul3-4,0.779,0.071,10.906,0,128.8,14.7,8.8,0,103.74,ul3,43.57,5-11‰,ul,5,D,27,,1,IV
177,2021-09-25,hm6-1,2021-09-25_hm6-1,0.997,0.202,4.932,0.003,46.4,10.4,4.5,0,51.66,hm6,21.7,2-35‰,hm,5,D,30,,1,IV
178,2021-09-25,hm6-2,2021-09-25_hm6-2,1.045,0.226,4.628,0.004,54.1,13.1,4.1,0,63.14,hm6,26.52,3-28‰,hm,5,D,30,,1,IV
179,2021-09-25,hm6-3,2021-09-25_hm6-3,1.101,0.186,5.929,0.001,50.9,9.6,5.3,0,60.42,hm6,25.38,4-18‰,hm,5,D,30,,1,IV
180,2021-09-25,hm6-4,2021-09-25_hm6-4,0.549,0.065,8.475,0,155.1,23.5,6.6,0,93.48,hm6,39.26,5-11‰,hm,5,D,30,,1,IV
181,2021-09-25,ul6-1,2021-09-25_ul6-1,0.915,0.275,3.331,0.016,69.4,24,2.9,0,74.95,ul6,31.48,2-35‰,ul,5,D,30,,1,IV
182,2021-09-25,ul6-2,2021-09-25_ul6-2,0.916,0.193,4.756,0.003,71.5,17.3,4.1,0,74.95,ul6,31.48,3-28‰,ul,5,D,30,,1,IV
183,2021-09-25,ul6-3,2021-09-25_ul6-3,0.784,0.088,8.882,0,106.2,14.5,7.3,0,89.04,ul6,37.4,4-18‰,ul,5,D,30,,1,IV
184,2021-09-25,ul6-4,2021-09-25_ul6-4,0.771,0.073,10.529,0,116.6,13.6,8.6,0,94.08,ul6,39.51,5-11‰,ul,5,D,30,,1,IV
185,2021-09-25,hm5-1,2021-09-25_hm5-1,0.732,0.093,7.917,0,79,11.6,6.8,0,65.6,hm5,27.55,2-35‰,hm,5,D,30,,1,IV
186,2021-09-25,hm5-2,2021-09-25_hm5-2,0.718,0.07,10.2,0,97.7,11.5,8.5,0,74.62,hm5,31.34,3-28‰,hm,5,D,30,,1,IV
187,2021-09-25,hm5-3,2021-09-25_hm5-3,0.798,0.089,8.945,0,80.5,10.5,7.7,0,72.16,hm5,30.31,4-18‰,hm,5,D,30,,1,IV
188,2021-09-25,hm5-4,2021-09-25_hm5-4,0.879,0.114,7.729,0,90.3,13.8,6.5,0,85.22,hm5,35.79,5-11‰,hm,5,D,30,,1,IV
189,2021-09-25,ul5-1,2021-09-25_ul5-1,0.938,0.297,3.154,0.02,54.1,19.2,2.8,0,60.13,ul5,25.25,2-35‰,ul,5,D,30,,1,IV
190,2021-09-25,ul5-2,2021-09-25_ul5-2,0.832,0.162,5.125,0.002,83.8,19.2,4.4,0,77.81,ul5,32.68,3-28‰,ul,5,D,30,,1,IV
191,2021-09-25,ul5-3,2021-09-25_ul5-3,0.776,0.092,8.433,0,91.3,12.8,7.1,0,75.18,ul5,31.58,4-18‰,ul,5,D,30,,1,IV
192,2021-09-25,ul5-4,2021-09-25_ul5-4,0.75,0.067,11.271,0,139,15.5,8.9,0,106.26,ul5,44.63,5-11‰,ul,5,D,30,,1,IV
193,2021-09-28,hm4-1,2021-09-28_hm4-1,0.662,0.042,15.855,0,99.6,7.5,13.2,0,67.24,hm4,28.24,2-35‰,hm,9,E,27,4.154,1,IV
194,2021-09-28,hm4-3,2021-09-28_hm4-3,0.641,0.044,14.524,0,126.6,10.8,11.7,0,86.92,hm4,36.51,4-18‰,hm,9,E,27,3.775,1,IV
195,2021-09-28,hm4-2,2021-09-28_hm4-2,0.443,0.089,4.952,0.003,96.3,23.2,4.1,0,53.3,hm4,22.39,3-28‰,hm,9,E,27,2.251,1,IV
196,2021-09-28,hm4-4,2021-09-28_hm4-4,0.82,0.317,2.59,0.041,48,20.5,2.3,0.1,53.3,hm4,22.39,5-11‰,hm,9,E,27,2.763,1,IV
197,2021-09-28,ul4-1,2021-09-28_ul4-1,1.156,0.831,1.391,0.214,36.7,28.4,1.3,0.2,54.15,ul4,22.74,2-35‰,ul,9,E,27,6.145,1,IV
198,2021-09-28,ul4-2,2021-09-28_ul4-2,0.998,0.491,2.035,0.088,41.4,22.2,1.9,0.1,50.16,ul4,21.07,3-28‰,ul,9,E,27,6.537,1,IV
199,2021-09-28,ul4-3,2021-09-28_ul4-3,1.817,8.135,0.223,0.831,17.9,81.4,0.2,0.8,45.41,ul4,19.07,4-18‰,ul,9,E,27,7.269,1,IV
200,2021-09-28,ul4-4,2021-09-28_ul4-4,0.857,0.243,3.524,0.012,71.2,23.3,3.1,0,70.97,ul4,29.81,5-11‰,ul,9,E,27,8.533,1,IV
201,2021-09-28,hm3-1,2021-09-28_hm3-1,0.655,0.085,7.734,0,66.7,9.9,6.8,0,48.72,hm3,20.46,2-35‰,hm,9,E,27,5.776,1,IV
202,2021-09-28,hm3-2,2021-09-28_hm3-2,0.652,0.295,2.208,0.069,55.4,28.2,2,0.1,50.84,hm3,21.35,3-28‰,hm,9,E,27,3.8,1,IV
203,2021-09-28,hm3-3,2021-09-28_hm3-3,1.215,0.567,2.142,0.076,31.8,15.7,2,0.1,45.03,hm3,18.91,4-18‰,hm,9,E,27,3.105,1,IV
204,2021-09-28,hm3-4,2021-09-28_hm3-4,0.92,0.284,3.243,0.018,64.5,22.7,2.8,0,68.11,hm3,28.61,5-11‰,hm,9,E,27,3.218,1,IV
205,2021-09-28,ul3-1,2021-09-28_ul3-1,2.901,3519.524,0.001,0.999,6.7,8186.1,0,1,28.98,ul3,12.17,2-35‰,ul,9,E,27,2.045,1,IV
206,2021-09-28,ul3-2,2021-09-28_ul3-2,0.821,0.263,3.124,0.02,46.4,16.4,2.8,0,44.17,ul3,18.55,3-28‰,ul,9,E,27,3.846,1,IV
207,2021-09-28,ul3-3,2021-09-28_ul3-3,1.129,0.699,1.616,0.157,38.9,26.1,1.5,0.2,53.3,ul3,22.39,4-18‰,ul,9,E,27,4.726,1,IV
208,2021-09-28,ul3-4,2021-09-28_ul3-4,0.973,0.269,3.613,0.011,56,17.4,3.2,0,61.84,ul3,25.97,5-11‰,ul,9,E,27,5.476,1,IV
209,2021-09-28,hm6-1,2021-09-28_hm6-1,0.929,0.118,7.855,0,81,12.1,6.7,0,79.52,hm6,33.4,2-35‰,hm,9,E,20,5.766,1,IV
210,2021-09-28,hm6-2,2021-09-28_hm6-2,0.71,0.086,8.304,0,100.9,14.6,6.9,0,78.72,hm6,33.06,3-28‰,hm,9,E,20,2.611,1,IV
211,2021-09-28,hm6-3,2021-09-28_hm6-3,0.739,0.077,9.646,0,95.1,11.8,8.1,0,73.08,hm6,30.69,4-18‰,hm,9,E,20,3.47,1,IV
212,2021-09-28,hm6-4,2021-09-28_hm6-4,0.675,0.075,9.043,0,112,15.1,7.4,0,80.36,hm6,33.75,5-11‰,hm,9,E,20,3.348,1,IV
213,2021-09-28,ul6-1,2021-09-28_ul6-1,0.734,0.069,10.673,0,104.8,11.8,8.8,0,78.96,ul6,33.16,2-35‰,ul,9,E,20,4.273,1,IV
214,2021-09-28,ul6-2,2021-09-28_ul6-2,1.297,1.493,0.868,0.419,27.7,33.4,0.8,0.4,45.22,ul6,18.99,3-28‰,ul,9,E,20,4.635,1,IV
215,2021-09-28,ul6-3,2021-09-28_ul6-3,0.956,0.243,3.934,0.008,63,18.2,3.5,0,68.11,ul6,28.61,4-18‰,ul,9,E,20,5.286,1,IV
216,2021-09-28,ul6-4,2021-09-28_ul6-4,0.831,0.109,7.614,0,89.5,13.9,6.4,0,79.38,ul6,33.34,5-11‰,ul,9,E,20,7.809,1,IV
217,2021-09-28,hm5-1,2021-09-28_hm5-1,0.754,0.176,4.277,0.005,83,22.8,3.6,0,79.54,hm5,33.41,2-35‰,hm,9,E,20,3.313,1,IV
218,2021-09-28,hm5-2,2021-09-28_hm5-2,0.641,0.128,5.02,0.002,83,19.4,4.3,0,64.78,hm5,27.21,3-28‰,hm,9,E,20,3.436,1,IV
219,2021-09-28,hm5-3,2021-09-28_hm5-3,0.651,0.074,8.805,0,124.3,17.5,7.1,0,86.92,hm5,36.51,4-18‰,hm,9,E,20,3.856,1,IV
220,2021-09-28,hm5-4,2021-09-28_hm5-4,0.755,0.038,19.811,0,130.5,8.2,15.9,0,99.22,hm5,41.67,5-11‰,hm,9,E,20,2.679,1,IV
221,2021-09-28,ul5-1,2021-09-28_ul5-1,0.907,0.414,2.191,0.071,50.6,25.7,2,0.1,56.72,ul5,23.82,2-35‰,ul,9,E,20,6.272,1,IV
222,2021-09-28,ul5-2,2021-09-28_ul5-2,0.801,0.164,4.875,0.003,67.2,15.8,4.3,0,58.8,ul5,24.7,3-28‰,ul,9,E,20,8.897,1,IV
223,2021-09-28,ul5-3,2021-09-28_ul5-3,1.576,3.947,0.399,0.703,20.9,53.6,0.4,0.7,43.32,ul5,18.19,4-18‰,ul,9,E,20,6.385,1,IV
224,2021-09-28,ul5-4,2021-09-28_ul5-4,0.828,0.147,5.628,0.001,78.9,16.4,4.8,0,70.98,ul5,29.81,5-11‰,ul,9,E,20,6.644,1,IV
225,2021-09-28,hm2-1,2021-09-28_hm2-1,0.696,0.074,9.356,0,77.6,9.7,8,0,57.4,hm2,24.11,2-35‰,hm,9,E,30,3.899,1,IV
226,2021-09-28,hm2-2,2021-09-28_hm2-2,1.013,0.07,14.413,0,46,3.5,13.1,0,49.14,hm2,20.64,3-28‰,hm,9,E,30,2.784,1,IV
227,2021-09-28,hm2-3,2021-09-28_hm2-3,0.839,0.064,13.219,0,86.8,7.7,11.2,0,75.44,hm2,31.68,4-18‰,hm,9,E,30,2.529,1,IV
228,2021-09-28,hm2-4,2021-09-28_hm2-4,1.086,0.267,4.073,0.007,54.6,15,3.6,0,66.41,hm2,27.89,5-11‰,hm,9,E,30,2.938,1,IV
229,2021-09-28,ul2-1,2021-09-28_ul2-1,1.212,0.591,2.05,0.086,42.4,22.6,1.9,0.1,62.13,ul2,26.09,2-35‰,ul,9,E,30,0.078,1,IV
230,2021-09-28,ul2-2,2021-09-28_ul2-2,3.617,419.265,0.009,0.993,8.2,953.9,0,1,36.86,ul2,15.48,3-28‰,ul,9,E,30,4.198,1,IV
231,2021-09-28,ul2-3,2021-09-28_ul2-3,0.794,0.145,5.486,0.002,85.2,18.3,4.7,0,74.76,ul2,31.4,4-18‰,ul,9,E,30,4.888,1,IV
232,2021-09-28,ul2-4,2021-09-28_ul2-4,0.848,0.166,5.096,0.002,76.3,17.4,4.4,0,71.82,ul2,30.16,5-11‰,ul,9,E,30,6.347,1,IV
233,2021-09-28,hm1-1,2021-09-28_hm1-1,0.905,0.071,12.664,0,70.2,6.4,11,0,66.97,hm1,28.13,2-35‰,hm,9,E,30,1.875,1,IV
234,2021-09-28,hm1-2,2021-09-28_hm1-2,1.017,0.266,3.818,0.009,54,15.8,3.4,0,64.78,hm1,27.21,3-28‰,hm,9,E,30,4.199,1,IV
235,2021-09-28,hm1-3,2021-09-28_hm1-3,0.814,0.089,9.162,0,82.8,10.6,7.8,0,76.26,hm1,32.03,4-18‰,hm,9,E,30,3.657,1,IV
236,2021-09-28,hm1-4,2021-09-28_hm1-4,0.867,0.141,6.167,0.001,90.9,17.5,5.2,0,84,hm1,35.28,5-11‰,hm,9,E,30,3.499,1,IV
237,2021-09-28,ul1-1,2021-09-28_ul1-1,1.021,0.366,2.792,0.031,56.8,22.9,2.5,0,70.11,ul1,29.45,2-35‰,ul,9,E,30,-1.402,1,IV
238,2021-09-28,ul1-2,2021-09-28_ul1-2,0.893,0.18,4.961,0.003,74.5,17.4,4.3,0,74.39,ul1,31.24,3-28‰,ul,9,E,30,-4.23,1,IV
239,2021-09-28,ul1-3,2021-09-28_ul1-3,0.86,0.084,10.212,0,135.9,16.7,8.1,0,121.8,ul1,51.16,4-18‰,ul,9,E,30,-9.175,1,IV
240,2021-09-28,ul1-4,2021-09-28_ul1-4,0.83,0.097,8.547,0,118.2,17,7,0,103.74,ul1,43.57,5-11‰,ul,9,E,30,-3.387,1,IV
241,2021-09-29,hm4-1,2021-09-29_hm4-1,0.866,0.15,5.763,0.001,56.2,11,5.1,0,52.48,hm4,22.04,2-35‰,hm,9,D,27,5.249,1,IV
242,2021-09-29,hm4-2,2021-09-29_hm4-2,0.75,0.177,4.233,0.005,73.5,20.1,3.7,0,69.7,hm4,29.27,3-28‰,hm,9,D,27,3.39,1,IV
243,2021-09-29,hm4-3,2021-09-29_hm4-3,0.87,0.304,2.863,0.029,40.8,15.5,2.6,0,44.28,hm4,18.6,4-18‰,hm,9,D,27,3.228,1,IV
244,2021-09-29,hm4-4,2021-09-29_hm4-4,0.815,0.192,4.247,0.005,46.7,12.1,3.8,0,44.28,hm4,18.6,5-11‰,hm,9,D,27,3.324,1,IV
245,2021-09-29,ul4-1,2021-09-29_ul4-1,0.968,0.447,2.163,0.074,46.3,23.6,2,0.1,54.72,ul4,22.98,2-35‰,ul,9,D,27,7.441,1,IV
246,2021-09-29,ul4-2,2021-09-29_ul4-2,1.515,2.629,0.576,0.585,22.8,40.9,0.6,0.6,43.89,ul4,18.43,3-28‰,ul,9,D,27,8.44,1,IV
247,2021-09-29,ul4-3,2021-09-29_ul4-3,0.72,0.111,6.46,0.001,84,15.3,5.5,0,65.94,ul4,27.69,4-18‰,ul,9,D,27,7.107,1,IV
248,2021-09-29,ul4-4,2021-09-29_ul4-4,0.775,0.1,7.762,0,120.7,19.1,6.3,0,99.12,ul4,41.63,5-11‰,ul,9,D,27,4.265,1,IV
249,2021-09-29,hm3-1,2021-09-29_hm3-1,0.61,0.114,5.325,0.002,64,13.7,4.7,0,45.1,hm3,18.94,2-35‰,hm,9,D,27,4.911,1,IV
250,2021-09-29,hm3-2,2021-09-29_hm3-2,0.611,0.201,3.048,0.023,53.4,19.6,2.7,0,43.46,hm3,18.25,3-28‰,hm,9,D,27,2.901,1,IV
251,2021-09-29,hm3-3,2021-09-29_hm3-3,0.59,0.078,7.565,0,93.7,14.7,6.4,0,63.14,hm3,26.52,4-18‰,hm,9,D,27,3.571,1,IV
252,2021-09-29,hm3-4,2021-09-29_hm3-4,0.649,0.106,6.116,0.001,81,15.5,5.2,0,61.5,hm3,25.83,5-11‰,hm,9,D,27,3.478,1,IV
253,2021-09-29,ul3-1,2021-09-29_ul3-1,0.862,0.198,4.357,0.005,61.5,16,3.8,0,60.99,ul3,25.62,2-35‰,ul,9,D,27,1.809,1,IV
254,2021-09-29,ul3-2,2021-09-29_ul3-2,0.758,0.238,3.179,0.019,57.1,20.2,2.8,0,50.45,ul3,21.19,3-28‰,ul,9,D,27,6.868,1,IV
255,2021-09-29,ul3-3,2021-09-29_ul3-3,0.789,0.197,4.001,0.007,75.6,21.9,3.4,0,68.69,ul3,28.85,4-18‰,ul,9,D,27,8.432,1,IV
256,2021-09-29,ul3-4,2021-09-29_ul3-4,0.745,0.114,6.542,0.001,96.3,17.6,5.5,0,78.12,ul3,32.81,5-11‰,ul,9,D,27,6.901,1,IV
257,2021-09-29,hm6-1,2021-09-29_hm6-1,0.371,0.027,13.761,0,94.5,8.2,11.6,0,37.72,hm6,15.84,2-35‰,hm,9,D,30,2.594,1,IV
258,2021-09-29,hm6-2,2021-09-29_hm6-2,0.584,0.059,9.826,0,59.5,6.9,8.7,0,37.72,hm6,15.84,3-28‰,hm,9,D,30,2.697,1,IV
259,2021-09-29,hm6-3,2021-09-29_hm6-3,0.742,0.297,2.501,0.046,48.5,21.5,2.3,0.1,49.2,hm6,20.66,4-18‰,hm,9,D,30,4.262,1,IV
260,2021-09-29,hm6-4,2021-09-29_hm6-4,0.519,0.142,3.646,0.011,64.9,20.3,3.2,0,40.74,hm6,17.11,5-11‰,hm,9,D,30,2.39,1,IV
261,2021-09-29,ul6-1,2021-09-29_ul6-1,1.533,2.042,0.751,0.481,26.9,37.4,0.7,0.5,53.01,ul6,22.26,2-35‰,ul,9,D,30,4.13,1,IV
262,2021-09-29,ul6-2,2021-09-29_ul6-2,1.267,1.005,1.261,0.254,29.6,24.7,1.2,0.3,45.03,ul6,18.91,3-28‰,ul,9,D,30,4.044,1,IV
263,2021-09-29,ul6-3,2021-09-29_ul6-3,0.891,0.211,4.22,0.006,76.4,21,3.6,0,76.95,ul6,32.32,4-18‰,ul,9,D,30,8.526,1,IV
264,2021-09-29,ul6-4,2021-09-29_ul6-4,0.756,0.135,5.599,0.001,86.2,18.1,4.8,0,72.66,ul6,30.52,5-11‰,ul,9,D,30,7.587,1,IV
265,2021-09-29,hm5-1,2021-09-29_hm5-1,0.673,0.135,4.984,0.002,73.2,17,4.3,0,60.68,hm5,25.49,2-35‰,hm,9,D,30,4.978,1,IV
266,2021-09-29,hm5-2,2021-09-29_hm5-2,0.551,0.133,4.146,0.006,88,25.1,3.5,0,60.68,hm5,25.49,3-28‰,hm,9,D,30,3.324,1,IV
267,2021-09-29,hm5-3,2021-09-29_hm5-3,0.899,0.172,5.225,0.002,46.9,9.9,4.7,0,49.2,hm5,20.66,4-18‰,hm,9,D,30,4.156,1,IV
268,2021-09-29,hm5-4,2021-09-29_hm5-4,0.809,0.175,4.62,0.004,70.3,17.5,4,0,63.14,hm5,26.52,5-11‰,hm,9,D,30,3.517,1,IV
269,2021-09-29,ul5-1,2021-09-29_ul5-1,1.039,0.456,2.281,0.063,43.8,21,2.1,0.1,54.72,ul5,22.98,2-35‰,ul,9,D,30,2.18,1,IV
270,2021-09-29,ul5-2,2021-09-29_ul5-2,0.848,0.154,5.512,0.001,72.7,15.2,4.8,0,68.11,ul5,28.61,3-28‰,ul,9,D,30,7.218,1,IV
271,2021-09-29,ul5-3,2021-09-29_ul5-3,0.826,0.124,6.652,0.001,83.1,14.6,5.7,0,74.76,ul5,31.4,4-18‰,ul,9,D,30,8.289,1,IV
272,2021-09-29,ul5-4,2021-09-29_ul5-4,0.67,0.072,9.3,0,106.7,13.9,7.7,0,75.18,ul5,31.58,5-11‰,ul,9,D,30,7.873,1,IV
273,2021-09-29,hm2-1,2021-09-29_hm2-1,0.627,0.063,9.917,0,110,13.5,8.2,0,76.26,hm2,32.03,2-35‰,hm,9,D,20,3.216,1,IV
274,2021-09-29,hm2-2,2021-09-29_hm2-2,0.474,0.047,10.181,0,123.4,15,8.2,0,64.78,hm2,27.21,3-28‰,hm,9,D,20,-11.688,1,IV
275,2021-09-29,hm2-3,2021-09-29_hm2-3,0.71,0.073,9.722,0,127.9,16.3,7.8,0,98.4,hm2,41.33,4-18‰,hm,9,D,20,1.603,1,IV
276,2021-09-29,hm2-4,2021-09-29_hm2-4,0.699,0.078,8.964,0,129.2,17.9,7.2,0,94.08,hm2,39.51,5-11‰,hm,9,D,20,-1.262,1,IV
277,2021-09-29,ul2-1,2021-09-29_ul2-1,0.8,0.185,4.326,0.005,61.8,16.2,3.8,0,56.15,ul2,23.58,2-35‰,ul,9,D,20,8.086,1,IV
278,2021-09-29,ul2-2,2021-09-29_ul2-2,0.828,0.175,4.737,0.003,69.5,16.9,4.1,0,64.7,ul2,27.17,3-28‰,ul,9,D,20,8.472,1,IV
279,2021-09-29,ul2-3,2021-09-29_ul2-3,0.781,0.14,5.592,0.001,89.5,18.9,4.7,0,76.38,ul2,32.08,4-18‰,ul,9,D,20,7.266,1,IV
280,2021-09-29,ul2-4,2021-09-29_ul2-4,0.855,0.257,3.334,0.016,61.5,20.9,2.9,0,61.27,ul2,25.73,5-11‰,ul,9,D,20,8.945,1,IV
281,2021-09-29,hm1-1,2021-09-29_hm1-1,0.654,0.088,7.396,0,105.3,17.2,6.1,0,76.26,hm1,32.03,2-35‰,hm,9,D,20,2.779,1,IV
282,2021-09-29,hm1-2,2021-09-29_hm1-2,0.518,0.084,6.19,0.001,120.2,23.9,5,0,71.34,hm1,29.96,3-28‰,hm,9,D,20,2.408,1,IV
283,2021-09-29,hm1-3,2021-09-29_hm1-3,0.583,0.041,14.223,0,123.2,10.7,11.5,0,76.26,hm1,32.03,4-18‰,hm,9,D,20,1.736,1,IV
284,2021-09-29,hm1-4,2021-09-29_hm1-4,0.795,0.168,4.741,0.003,84.5,21,4,0,74.95,hm1,31.48,5-11‰,hm,9,D,20,2.802,1,IV
285,2021-09-29,ul1-1,2021-09-29_ul1-1,0.8,0.163,4.923,0.003,69.1,16.1,4.3,0,62.13,ul1,26.09,2-35‰,ul,9,D,20,9.88,1,IV
286,2021-09-29,ul1-2,2021-09-29_ul1-2,0.802,0.188,4.269,0.005,67.7,18.2,3.7,0,61.84,ul1,25.97,3-28‰,ul,9,D,20,9.933,1,IV
287,2021-09-29,ul1-3,2021-09-29_ul1-3,0.765,0.146,5.241,0.002,88.5,20,4.4,0,74.67,ul1,31.36,4-18‰,ul,9,D,20,12.916,1,IV
288,2021-09-29,ul1-4,2021-09-29_ul1-4,0.726,0.077,9.381,0,105.6,13.6,7.8,0,80.64,ul1,33.87,5-11‰,ul,9,D,20,7.941,1,IV
289,2021-09-30,hm1-1,2021-09-30_hm1-1,0.501,0.043,11.734,0,143.7,15.5,9.3,0,77.9,hm1,32.72,2-35‰,hm,1,E,30,,2,IV
290,2021-09-30,hm1-2,2021-09-30_hm1-2,0.539,0.073,7.373,0,104.8,17.2,6.1,0,61.5,hm1,25.83,3-28‰,hm,1,E,30,,2,IV
291,2021-09-30,hm1-3,2021-09-30_hm1-3,0.641,0.066,9.778,0,82.4,9.9,8.3,0,55.76,hm1,23.42,4-18‰,hm,1,E,30,,2,IV
