Column 1,Date,Specimen ID,uid,alpha_est,alpha_stderr,alpha_t,alpha_p,ek_est,ek_stderr,ek_t,ek_p,rETRmax,plant ID,ETRmax,Treatment,Species,RLC Day,Lanai Side,Temperature (°C),specific growth rate,run,lunar phase
447,2021-10-05,ul3-3,2021-10-05_ul3-3,1.061,0.43,2.465,0.049,47.5,21.3,2.2,0.1,60.13,ul3,25.25,4-18‰,ul,5,D,27,,2,I
448,2021-10-05,ul3-4,2021-10-05_ul3-4,0.915,0.182,5.038,0.002,76.7,17.7,4.3,0,78.09,ul3,32.8,5-11‰,ul,5,D,27,,2,I
449,2021-10-05,hm4-1,2021-10-05_hm4-1,0.969,0.179,5.405,0.002,45.6,9.3,4.9,0,49.14,hm4,20.64,2-35‰,hm,5,D,27,,2,I
450,2021-10-05,hm4-2,2021-10-05_hm4-2,0.677,0.091,7.474,0,97.5,15.6,6.2,0,73.8,hm4,31,3-28‰,hm,5,D,27,,2,I
451,2021-10-05,hm4-3,2021-10-05_hm4-3,1.148,0.306,3.753,0.009,44.5,13,3.4,0,56.72,hm4,23.82,4-18‰,hm,5,D,27,,2,I
452,2021-10-05,hm4-4,2021-10-05_hm4-4,0.852,0.084,10.098,0,86.8,10.1,8.6,0,78.54,hm4,32.99,5-11‰,hm,5,D,27,,2,I
453,2021-10-05,ul4-1,2021-10-05_ul4-1,1.072,0.674,1.589,0.163,38.9,26.5,1.5,0.2,51.87,ul4,21.79,2-35‰,ul,5,D,27,,2,I
454,2021-10-05,ul4-2,2021-10-05_ul4-2,1.012,0.397,2.546,0.044,48.6,21.2,2.3,0.1,59.28,ul4,24.9,3-28‰,ul,5,D,27,,2,I
455,2021-10-05,ul4-3,2021-10-05_ul4-3,0.801,0.069,11.698,0,94.5,9.6,9.8,0,79.8,ul4,33.52,4-18‰,ul,5,D,27,,2,I
456,2021-10-05,ul4-4,2021-10-05_ul4-4,0.814,0.116,7.033,0,96.1,16.3,5.9,0,84.84,ul4,35.63,5-11‰,ul,5,D,27,,2,I
457,2021-10-05,hm5-1,2021-10-05_hm5-1,0.497,0.052,9.522,0,155.2,21,7.4,0,86.1,hm5,36.16,2-35‰,hm,5,D,30,,2,I
458,2021-10-05,hm5-2,2021-10-05_hm5-2,0.6,0.104,5.759,0.001,68.5,13.7,5,0,45.92,hm5,19.29,3-28‰,hm,5,D,30,,2,I
459,2021-10-05,hm5-3,2021-10-05_hm5-3,0.565,0.023,24.186,0,199.3,11.3,17.7,0,113.98,hm5,47.87,4-18‰,hm,5,D,30,,2,I
460,2021-10-05,hm5-4,2021-10-05_hm5-4,0.545,0.056,9.678,0,129.5,16.7,7.8,0,77.9,hm5,32.72,5-11‰,hm,5,D,30,,2,I
461,2021-10-05,ul5-1,2021-10-05_ul5-1,1.019,0.404,2.521,0.045,56.5,25.2,2.2,0.1,69.83,ul5,29.33,2-35‰,ul,5,D,30,,2,I
462,2021-10-05,ul5-2,2021-10-05_ul5-2,0.795,0.12,6.65,0.001,91.7,16.4,5.6,0,79.38,ul5,33.34,3-28‰,ul,5,D,30,,2,I
463,2021-10-05,ul5-3,2021-10-05_ul5-3,0.848,0.14,6.052,0.001,81,15.7,5.2,0,75.18,ul5,31.58,4-18‰,ul,5,D,30,,2,I
464,2021-10-05,ul5-4,2021-10-05_ul5-4,1.008,0.438,2.304,0.061,54,26.3,2.1,0.1,66.69,ul5,28.01,5-11‰,ul,5,D,30,,2,I
465,2021-10-05,hm6-1,2021-10-05_hm6-1,0.57,0.082,6.94,0,81.8,13.8,5.9,0,53.3,hm6,22.39,2-35‰,hm,5,D,30,,2,I
466,2021-10-05,hm6-2,2021-10-05_hm6-2,0.39,0.031,12.462,0,157.3,16.3,9.7,0,66.42,hm6,27.9,3-28‰,hm,5,D,30,,2,I
467,2021-10-05,hm6-3,2021-10-05_hm6-3,0.599,0.038,15.828,0,100.1,7.6,13.2,0,60.68,hm6,25.49,4-18‰,hm,5,D,30,,2,I
468,2021-10-05,hm6-4,2021-10-05_hm6-4,0.441,0.022,19.617,0,179.5,12.2,14.8,0,82,hm6,34.44,5-11‰,hm,5,D,30,,2,I
469,2021-10-05,ul6-1,2021-10-05_ul6-1,1.278,0.89,1.436,0.201,33.3,24.7,1.3,0.2,51.3,ul6,21.55,2-35‰,ul,5,D,30,,2,I
470,2021-10-05,ul6-2,2021-10-05_ul6-2,1.298,1.287,1.009,0.352,30.2,31.6,1,0.4,49.3,ul6,20.71,3-28‰,ul,5,D,30,,2,I
471,2021-10-05,ul6-3,2021-10-05_ul6-3,0.909,0.241,3.775,0.009,64.5,19.5,3.3,0,66.97,ul6,28.13,4-18‰,ul,5,D,30,,2,I
472,2021-10-05,ul6-4,2021-10-05_ul6-4,0.924,0.266,3.476,0.013,63.7,20.9,3,0,68.4,ul6,28.73,5-11‰,ul,5,D,30,,2,I
473,2021-10-05,hm1-1,2021-10-05_hm1-1,0.861,0.086,10.041,0,123.2,15.2,8.1,0,110.04,hm1,46.22,2-35‰,hm,5,D,20,,2,I
474,2021-10-05,hm1-2,2021-10-05_hm1-2,1.105,0.44,2.51,0.046,44.9,19.7,2.3,0.1,57.76,hm1,24.26,3-28‰,hm,5,D,20,,2,I
475,2021-10-05,hm1-3,2021-10-05_hm1-3,0.828,0.086,9.652,0,131.1,16.9,7.7,0,113.16,hm1,47.53,4-18‰,hm,5,D,20,,2,I
476,2021-10-05,hm1-4,2021-10-05_hm1-4,0.754,0.067,11.339,0,103.9,11,9.4,0,83.64,hm1,35.13,5-11‰,hm,5,D,20,,2,I
477,2021-10-05,ul1-1,2021-10-05_ul1-1,1.083,0.629,1.722,0.136,43.2,27.5,1.6,0.2,59.56,ul1,25.02,2-35‰,ul,5,D,20,,2,I
478,2021-10-05,ul1-2,2021-10-05_ul1-2,0.823,0.139,5.939,0.001,73.1,14.2,5.1,0,66.69,ul1,28.01,3-28‰,ul,5,D,20,,2,I
479,2021-10-05,ul1-3,2021-10-05_ul1-3,0.794,0.154,5.161,0.002,97.8,22.7,4.3,0,87.36,ul1,36.69,4-18‰,ul,5,D,20,,2,I
480,2021-10-05,ul1-4,2021-10-05_ul1-4,0.796,0.08,9.885,0,105.7,12.9,8.2,0,89.04,ul1,37.4,5-11‰,ul,5,D,20,,2,I
481,2021-10-08,hm4-1,2021-10-08_hm4-1,0.808,0.145,5.574,0.001,60,12.2,4.9,0,54.6,hm4,22.93,2-35‰,hm,9,E,27,2.145,2,I
482,2021-10-08,hm4-2,2021-10-08_hm4-2,0.547,0.091,6.035,0.001,97.9,19.4,5,0,63.96,hm4,26.86,3-28‰,hm,9,E,27,3.438,2,I
483,2021-10-08,hm4-3,2021-10-08_hm4-3,0.645,0.284,2.273,0.063,54.2,26.7,2,0.1,49.2,hm4,20.66,4-18‰,hm,9,E,27,1.889,2,I
484,2021-10-08,hm4-4,2021-10-08_hm4-4,0.746,0.314,2.376,0.055,58.1,27.6,2.1,0.1,55.76,hm4,23.42,5-11‰,hm,9,E,27,-0.086,2,I
485,2021-10-08,ul4-1,2021-10-08_ul4-1,1.256,0.849,1.479,0.19,37.2,27.1,1.4,0.2,58.14,ul4,24.42,2-35‰,ul,9,E,27,-0.0426,2,I
486,2021-10-08,ul4-2,2021-10-08_ul4-2,0.976,0.304,3.205,0.018,52.2,18.2,2.9,0,59.85,ul4,25.14,3-28‰,ul,9,E,27,6.654,2,I
487,2021-10-08,ul4-3,2021-10-08_ul4-3,1.014,0.375,2.706,0.035,49.5,20.3,2.4,0.1,59.56,ul4,25.02,4-18‰,ul,9,E,27,3.826,2,I
488,2021-10-08,ul4-4,2021-10-08_ul4-4,0.843,0.176,4.782,0.003,71.7,17.3,4.1,0,67.83,ul4,28.49,5-11‰,ul,9,E,27,5.558,2,I
489,2021-10-08,hm5-1,2021-10-08_hm5-1,0.72,0.167,4.306,0.005,76.3,20.6,3.7,0,68.06,hm5,28.59,2-35‰,hm,9,E,20,7.751,2,I
490,2021-10-08,hm5-2,2021-10-08_hm5-2,0.702,0.108,6.513,0.001,78.9,14.1,5.6,0,60.68,hm5,25.49,3-28‰,hm,9,E,20,-23.728,2,I
491,2021-10-08,hm5-3,2021-10-08_hm5-3,0.488,0.171,2.85,0.029,106.2,45,2.4,0.1,74.62,hm5,31.34,4-18‰,hm,9,E,20,3.401,2,I
492,2021-10-08,hm5-4,2021-10-08_hm5-4,0.741,0.138,5.364,0.002,79.7,17.4,4.6,0,66.97,hm5,28.13,5-11‰,hm,9,E,20,2.291,2,I
493,2021-10-08,ul5-1,2021-10-08_ul5-1,1.439,2.307,0.624,0.556,25.6,42.8,0.6,0.6,48.07,ul5,20.19,2-35‰,ul,9,E,20,0.244,2,I
494,2021-10-08,ul5-2,2021-10-08_ul5-2,0.95,0.387,2.452,0.05,49.4,22.4,2.2,0.1,57,ul5,23.94,3-28‰,ul,9,E,20,-3.379,2,I
495,2021-10-08,ul5-3,2021-10-08_ul5-3,0.866,0.252,3.444,0.014,63.9,21.2,3,0,64.12,ul5,26.93,4-18‰,ul,9,E,20,3.623,2,I
496,2021-10-08,ul5-4,2021-10-08_ul5-4,0.873,0.175,4.979,0.003,82.1,19.3,4.2,0,80.22,ul5,33.69,5-11‰,ul,9,E,20,3.261,2,I
497,2021-10-08,hm6-1,2021-10-08_hm6-1,0.836,0.12,6.975,0,78.3,13.1,6,0,71.82,hm6,30.16,2-35‰,hm,9,E,20,6.78,2,I
498,2021-10-08,hm6-2,2021-10-08_hm6-2,0.696,0.153,4.546,0.004,78.5,20.1,3.9,0,64.78,hm6,27.21,3-28‰,hm,9,E,20,3.68,2,I
499,2021-10-08,hm6-3,2021-10-08_hm6-3,0.82,0.208,3.932,0.008,58.2,16.7,3.5,0,53.2,hm6,22.34,4-18‰,hm,9,E,20,3.729,2,I
500,2021-10-08,hm6-4,2021-10-08_hm6-4,0.923,0.222,4.148,0.006,61.8,16.9,3.7,0,63.55,hm6,26.69,5-11‰,hm,9,E,20,3.695,2,I
501,2021-10-08,ul6-1,2021-10-08_ul6-1,0.922,0.243,3.799,0.009,61.4,18.4,3.3,0,65.27,ul6,27.41,2-35‰,ul,9,E,20,4.541,2,I
502,2021-10-08,ul6-2,2021-10-08_ul6-2,0.837,0.148,5.66,0.001,82,17,4.8,0,75.53,ul6,31.72,3-28‰,ul,9,E,20,2.571,2,I
503,2021-10-08,ul6-3,2021-10-08_ul6-3,0.88,0.19,4.629,0.004,70.3,17.5,4,0,69.25,ul6,29.08,4-18‰,ul,9,E,20,3.568,2,I
504,2021-10-08,ul6-4,2021-10-08_ul6-4,0.806,0.16,5.022,0.002,79.2,18.4,4.3,0,70.68,ul6,29.69,5-11‰,ul,9,E,20,6.174,2,I
505,2021-10-08,hm1-1,2021-10-08_hm1-1,0.501,0.065,7.747,0,105.6,16.5,6.4,0,59.86,hm1,25.14,2-35‰,hm,9,E,30,7.635,2,I
506,2021-10-08,hm1-2,2021-10-08_hm1-2,0.739,0.163,4.527,0.004,57.6,14.3,4,0,50.02,hm1,21.01,3-28‰,hm,9,E,30,4.401,2,I
507,2021-10-08,hm1-3,2021-10-08_hm1-3,0.753,0.144,5.246,0.002,62.7,13.6,4.6,0,55.76,hm1,23.42,4-18‰,hm,9,E,30,4.732,2,I
508,2021-10-08,hm1-4,2021-10-08_hm1-4,0.906,0.397,2.279,0.063,56.1,27.7,2,0.1,70.52,hm1,29.62,5-11‰,hm,9,E,30,2.147,2,I
509,2021-10-08,ul1-1,2021-10-08_ul1-1,2.033,5.941,0.342,0.744,18.5,55,0.3,0.7,47.69,ul1,20.03,2-35‰,ul,9,E,30,7.173,2,I
510,2021-10-08,ul1-2,2021-10-08_ul1-2,3.355,407.471,0.008,0.994,8.4,1025.2,0,1,36.1,ul1,15.16,3-28‰,ul,9,E,30,6.401,2,I
511,2021-10-08,ul1-3,2021-10-08_ul1-3,0.981,0.37,2.648,0.038,57.5,24.5,2.3,0.1,68.69,ul1,28.85,4-18‰,ul,9,E,30,7.412,2,I
512,2021-10-08,ul1-4,2021-10-08_ul1-4,0.821,0.33,2.486,0.047,55.4,25,2.2,0.1,55.58,ul1,23.34,5-11‰,ul,9,E,30,8.31,2,I
513,2021-10-08,hm2-1,2021-10-08_hm2-1,0.813,0.136,5.984,0.001,61.5,11.7,5.3,0,54.12,hm2,22.73,2-35‰,hm,9,E,30,6.242,2,I
514,2021-10-08,hm2-2,2021-10-08_hm2-2,0.691,0.035,19.844,0,74.2,4.3,17.1,0,53.13,hm2,22.31,3-28‰,hm,9,E,30,3.555,2,I
515,2021-10-08,hm2-3,2021-10-08_hm2-3,0.805,0.207,3.898,0.008,52,14.9,3.5,0,52.48,hm2,22.04,4-18‰,hm,9,E,30,5.407,2,I
516,2021-10-08,hm2-4,2021-10-08_hm2-4,0.873,0.439,1.99,0.094,56.9,32.2,1.8,0.1,75.44,hm2,31.68,5-11‰,hm,9,E,30,-0.754,2,I
517,2021-10-08,ul2-1,2021-10-08_ul2-1,2.623,3325.269,0.001,0.999,6.6,8318.9,0,1,23.04,ul2,9.68,2-35‰,ul,9,E,30,4.102,2,I
518,2021-10-08,ul2-2,2021-10-08_ul2-2,0.846,0.134,6.33,0.001,89.3,16.7,5.3,0,82.74,ul2,34.75,3-28‰,ul,9,E,30,6.615,2,I
519,2021-10-08,ul2-3,2021-10-08_ul2-3,0.956,0.202,4.744,0.003,72.2,17.6,4.1,0,76.95,ul2,32.32,4-18‰,ul,9,E,30,7.291,2,I
520,2021-10-08,ul2-4,2021-10-08_ul2-4,0.769,0.125,6.162,0.001,81.8,15.6,5.3,0,68.69,ul2,28.85,5-11‰,ul,9,E,30,6.29,2,I
521,2021-10-08,hm3-1,2021-10-08_hm3-1,0.718,0.129,5.553,0.001,84.4,17.9,4.7,0,67.24,hm3,28.24,2-35‰,hm,9,E,27,5.586,2,I
522,2021-10-08,hm3-2,2021-10-08_hm3-2,0.763,0.069,10.974,0,71.3,7.5,9.5,0,56.72,hm3,23.82,3-28‰,hm,9,E,27,2.903,2,I
523,2021-10-08,hm3-3,2021-10-08_hm3-3,0.824,0.102,8.114,0,71.6,10.2,7,0,64.68,hm3,27.17,4-18‰,hm,9,E,27,1.943,2,I
524,2021-10-08,hm3-4,2021-10-08_hm3-4,0.778,0.085,9.096,0,93.8,12.3,7.6,0,77.08,hm3,32.37,5-11‰,hm,9,E,27,-1.81,2,I
525,2021-10-08,ul3-1,2021-10-08_ul3-1,1.982,74.827,0.026,0.98,10.8,410.1,0,1,28.8,ul3,12.1,2-35‰,ul,9,E,27,5.814,2,I
526,2021-10-08,ul3-2,2021-10-08_ul3-2,3.682,587.477,0.006,0.995,8.2,1308,0,1,40.09,ul3,16.84,3-28‰,ul,9,E,27,7.913,2,I
527,2021-10-08,ul3-3,2021-10-08_ul3-3,0.867,0.198,4.384,0.005,70.8,18.6,3.8,0,69.25,ul3,29.08,4-18‰,ul,9,E,27,7.3,2,I
528,2021-10-08,ul3-4,2021-10-08_ul3-4,0.79,0.096,8.207,0,94.4,13.7,6.9,0,78.96,ul3,33.16,5-11‰,ul,9,E,27,6.607,2,I
529,2021-10-09,hm4-1,2021-10-09_hm4-1,0.637,0.08,7.985,0,64.4,9.2,7,0,46.74,hm4,19.63,2-35‰,hm,9,D,27,4.503,2,I
530,2021-10-09,hm4-2,2021-10-09_hm4-2,0.587,0.078,7.501,0,66.9,10.2,6.5,0,44.28,hm4,18.6,3-28‰,hm,9,D,27,1.587,2,I
531,2021-10-09,hm4-3,2021-10-09_hm4-3,0.716,0.209,3.427,0.014,59.6,19.7,3,0,54.12,hm4,22.73,4-18‰,hm,9,D,27,3.224,2,I
532,2021-10-09,hm4-4,2021-10-09_hm4-4,1.234,0.699,1.765,0.128,31.4,18.9,1.7,0.1,44.1,hm4,18.52,5-11‰,hm,9,D,27,2.669,2,I
533,2021-10-09,ul4-1,2021-10-09_ul4-1,1.998,12.576,0.159,0.879,14.9,94.5,0.2,0.9,38.19,ul4,16.04,2-35‰,ul,9,D,27,5.872,2,I
534,2021-10-09,ul4-2,2021-10-09_ul4-2,3.928,16283.018,0,1,5.7,23749,0,1,29.97,ul4,12.59,3-28‰,ul,9,D,27,6.275,2,I
535,2021-10-09,ul4-3,2021-10-09_ul4-3,0.771,0.09,8.53,0,84.3,11.6,7.3,0,70.14,ul4,29.46,4-18‰,ul,9,D,27,5.195,2,I
536,2021-10-09,ul4-4,2021-10-09_ul4-4,0.986,0.357,2.763,0.033,52.8,21.4,2.5,0,61.84,ul4,25.97,5-11‰,ul,9,D,27,4.308,2,I
537,2021-10-09,hm5-1,2021-10-09_hm5-1,0.727,0.496,1.465,0.193,43.5,32.5,1.3,0.2,45.92,hm5,19.29,2-35‰,hm,9,D,30,2.061,2,I
538,2021-10-09,hm5-2,2021-10-09_hm5-2,0.321,0.049,6.512,0.001,133.5,25.7,5.2,0,50.84,hm5,21.35,3-28‰,hm,9,D,30,2.299,2,I
539,2021-10-09,hm5-3,2021-10-09_hm5-3,0.532,0.045,11.857,0,129.8,13.6,9.5,0,75.44,hm5,31.68,4-18‰,hm,9,D,30,0.172,2,I
540,2021-10-09,hm5-4,2021-10-09_hm5-4,0.559,0.026,21.422,0,126.1,7.3,17.3,0,72.98,hm5,30.65,5-11‰,hm,9,D,30,-8.91,2,I
541,2021-10-09,ul5-1,2021-10-09_ul5-1,4.046,3023.897,0.001,0.999,7,5214.5,0,1,40.47,ul5,17,2-35‰,ul,9,D,30,6.482,2,I
542,2021-10-09,ul5-2,2021-10-09_ul5-2,2.712,50.257,0.054,0.959,11.8,219.7,0.1,1,42.18,ul5,17.72,3-28‰,ul,9,D,30,6.542,2,I
543,2021-10-09,ul5-3,2021-10-09_ul5-3,0.915,0.211,4.341,0.005,63.3,16.6,3.8,0,65.27,ul5,27.41,4-18‰,ul,9,D,30,7.899,2,I
544,2021-10-09,ul5-4,2021-10-09_ul5-4,0.884,0.226,3.903,0.008,78.6,23.5,3.3,0,80.37,ul5,33.76,5-11‰,ul,9,D,30,3.737,2,I
545,2021-10-09,hm6-1,2021-10-09_hm6-1,0.355,0.069,5.155,0.002,88,20.2,4.4,0,38.54,hm6,16.19,2-35‰,hm,9,D,30,2.233,2,I
546,2021-10-09,hm6-2,2021-10-09_hm6-2,0.54,0.099,5.423,0.002,84.6,18.3,4.6,0,51.66,hm6,21.7,3-28‰,hm,9,D,30,1.122,2,I
547,2021-10-09,hm6-3,2021-10-09_hm6-3,0.473,0.045,10.588,0,150.8,18.2,8.3,0,78.72,hm6,33.06,4-18‰,hm,9,D,30,-8.469,2,I
548,2021-10-09,hm6-4,2021-10-09_hm6-4,0.727,0.121,5.994,0.001,93.6,18.6,5,0,75.24,hm6,31.6,5-11‰,hm,9,D,30,-26.47,2,I
549,2021-10-09,ul6-1,2021-10-09_ul6-1,3.989,1463.537,0.003,0.998,7.4,2709.6,0,1,39.14,ul6,16.44,2-35‰,ul,9,D,30,4.932,2,I
550,2021-10-09,ul6-2,2021-10-09_ul6-2,3.126,1466.3,0.002,0.998,7.3,3426.5,0,1,29.61,ul6,12.44,3-28‰,ul,9,D,30,5.68,2,I
551,2021-10-09,ul6-3,2021-10-09_ul6-3,0.809,0.142,5.705,0.001,75.4,15.3,4.9,0,66.97,ul6,28.13,4-18‰,ul,9,D,30,6.824,2,I
552,2021-10-09,ul6-4,2021-10-09_ul6-4,0.76,0.12,6.316,0.001,81.9,15.2,5.4,0,67.83,ul6,28.49,5-11‰,ul,9,D,30,5.224,2,I
553,2021-10-09,hm1-1,2021-10-09_hm1-1,0.516,0.036,14.298,0,82,6.7,12.2,0,44.28,hm1,18.6,2-35‰,hm,9,D,20,6.906,2,I
554,2021-10-09,hm1-2,2021-10-09_hm1-2,0.653,0.077,8.474,0,101.9,14.5,7,0,74.62,hm1,31.34,3-28‰,hm,9,D,20,4.374,2,I
555,2021-10-09,hm1-3,2021-10-09_hm1-3,0.751,0.16,4.684,0.003,81.3,20.3,4,0,72.16,hm1,30.31,4-18‰,hm,9,D,20,3.792,2,I
556,2021-10-09,hm1-4,2021-10-09_hm1-4,0.74,0.26,2.844,0.029,45.9,17.8,2.6,0,40.18,hm1,16.88,5-11‰,hm,9,D,20,2.909,2,I
557,2021-10-09,ul1-1,2021-10-09_ul1-1,3.575,2739.411,0.001,0.999,6.9,5310.7,0,1,33.44,ul1,14.04,2-35‰,ul,9,D,20,-1.692,2,I
558,2021-10-09,ul1-2,2021-10-09_ul1-2,1.155,0.686,1.683,0.143,28.7,17.9,1.6,0.2,38.48,ul1,16.16,3-28‰,ul,9,D,20,-1.911,2,I
559,2021-10-09,ul1-3,2021-10-09_ul1-3,0.747,0.098,7.642,0,85.4,13.2,6.5,0,68.46,ul1,28.75,4-18‰,ul,9,D,20,-1.887,2,I
560,2021-10-09,ul1-4,2021-10-09_ul1-4,0.786,0.109,7.186,0,93.8,15.5,6,0,78.54,ul1,32.99,5-11‰,ul,9,D,20,7.706,2,I
561,2021-10-09,hm2-1,2021-10-09_hm2-1,0.463,0.039,11.83,0,105.8,10.8,9.8,0,52.48,hm2,22.04,2-35‰,hm,9,D,20,4.222,2,I
562,2021-10-09,hm2-2,2021-10-09_hm2-2,0.606,0.082,7.362,0,99.3,16.2,6.1,0,63.27,hm2,26.57,3-28‰,hm,9,D,20,2.555,2,I
563,2021-10-09,hm2-3,2021-10-09_hm2-3,0.835,0.129,6.453,0.001,65.9,11.7,5.6,0,59.86,hm2,25.14,4-18‰,hm,9,D,20,2.767,2,I
564,2021-10-09,hm2-4,2021-10-09_hm2-4,0.816,0.065,12.47,0,72.7,6.7,10.8,0,63.42,hm2,26.64,5-11‰,hm,9,D,20,2.338,2,I
565,2021-10-09,ul2-1,2021-10-09_ul2-1,0.765,0.176,4.352,0.005,65.6,17.2,3.8,0,56.43,ul2,23.7,2-35‰,ul,9,D,20,6.354,2,I
566,2021-10-09,ul2-2,2021-10-09_ul2-2,0.762,0.136,5.625,0.001,73.9,15.2,4.9,0,60.48,ul2,25.4,3-28‰,ul,9,D,20,4.138,2,I
567,2021-10-09,ul2-3,2021-10-09_ul2-3,0.894,0.248,3.607,0.011,62.6,19.8,3.2,0,65.55,ul2,27.53,4-18‰,ul,9,D,20,7.147,2,I
568,2021-10-09,ul2-4,2021-10-09_ul2-4,0.805,0.105,7.673,0,104.2,16.4,6.4,0,89.46,ul2,37.57,5-11‰,ul,9,D,20,1.301,2,I
569,2021-10-09,hm3-1,2021-10-09_hm3-1,0.715,0.088,8.161,0,64.2,9,7.2,0,50.84,hm3,21.35,2-35‰,hm,9,D,27,4.816,2,I
570,2021-10-09,hm3-2,2021-10-09_hm3-2,0.896,0.302,2.968,0.025,48.6,18.1,2.7,0,51.66,hm3,21.7,3-28‰,hm,9,D,27,2.194,2,I
571,2021-10-09,hm3-3,2021-10-09_hm3-3,0.672,0.061,11.079,0,101.9,11.1,9.2,0,72.16,hm3,30.31,4-18‰,hm,9,D,27,0.841,2,I
572,2021-10-09,hm3-4,2021-10-09_hm3-4,0.875,0.178,4.922,0.003,66.6,15.5,4.3,0,65.84,hm3,27.65,5-11‰,hm,9,D,27,2.914,2,I
573,2021-10-09,ul3-1,2021-10-09_ul3-1,3.387,1242.623,0.003,0.998,7.1,2620.7,0,1,29.16,ul3,12.25,2-35‰,ul,9,D,27,3.748,2,I
574,2021-10-09,ul3-2,2021-10-09_ul3-2,0.942,0.324,2.91,0.027,53.6,20.6,2.6,0,60.13,ul3,25.25,3-28‰,ul,9,D,27,4.481,2,I
575,2021-10-09,ul3-3,2021-10-09_ul3-3,0.835,0.136,6.147,0.001,79.4,15.1,5.3,0,72.66,ul3,30.52,4-18‰,ul,9,D,27,4.855,2,I
576,2021-10-09,ul3-4,2021-10-09_ul3-4,0.803,0.137,5.842,0.001,74.4,14.8,5,0,65.84,ul3,27.65,5-11‰,ul,9,D,27,5.181,2,I
577,2021-10-11,hm1-1,2021-10-11_hm1-1,0.512,0.099,5.189,0.002,178.7,45.8,3.9,0,110.7,hm1,46.49,2-35‰,hm,1,E,20,,3,II
578,2021-10-11,hm1-2,2021-10-11_hm1-2,0.803,0.198,4.047,0.007,60.3,16.9,3.6,0,60.68,hm1,25.49,3-28‰,hm,1,E,20,,3,II
579,2021-10-11,hm1-3,2021-10-11_hm1-3,0.828,0.389,2.129,0.077,52.1,27.3,1.9,0.1,63.14,hm1,26.52,4-18‰,hm,1,E,20,,3,II
580,2021-10-11,hm1-4,2021-10-11_hm1-4,0.365,0.078,4.703,0.003,248.9,77.8,3.2,0,105.78,hm1,44.43,5-11‰,hm,1,E,20,,3,II
581,2021-10-11,ul1-1,2021-10-11_ul1-1,0.817,0.277,2.952,0.026,50.5,19,2.7,0,47.6,ul1,19.99,2-35‰,ul,1,E,20,,3,II
582,2021-10-11,ul1-2,2021-10-11_ul1-2,0.69,0.113,6.101,0.001,75.9,14.5,5.3,0,57.86,ul1,24.3,3-28‰,ul,1,E,20,,3,II
583,2021-10-11,ul1-3,2021-10-11_ul1-3,0.947,0.368,2.573,0.042,42,17.8,2.4,0.1,46.55,ul1,19.55,4-18‰,ul,1,E,20,,3,II
584,2021-10-11,ul1-4,2021-10-11_ul1-4,0.959,0.618,1.553,0.171,37.4,26,1.4,0.2,44.84,ul1,18.83,5-11‰,ul,1,E,20,,3,II
585,2021-10-11,hm2-1,2021-10-11_hm2-1,0.801,0.111,7.206,0,116.7,19.9,5.9,0,101.68,hm2,42.71,2-35‰,hm,1,E,20,,3,II
586,2021-10-11,hm2-2,2021-10-11_hm2-2,0.529,0.071,7.473,0,223.7,42.4,5.3,0,126.28,hm2,53.04,3-28‰,hm,1,E,20,,3,II
587,2021-10-11,hm2-3,2021-10-11_hm2-3,0.502,0.045,11.115,0,260,34.9,7.4,0,134.48,hm2,56.48,4-18‰,hm,1,E,20,,3,II
588,2021-10-11,hm2-4,2021-10-11_hm2-4,0.596,0.047,12.661,0,268.2,32,8.4,0,161.54,hm2,67.85,5-11‰,hm,1,E,20,,3,II
589,2021-10-11,ul2-1,2021-10-11_ul2-1,0.701,0.075,9.367,0,147,20,7.4,0,105,ul2,44.1,2-35‰,ul,1,E,20,,3,II
590,2021-10-11,ul2-2,2021-10-11_ul2-2,0.689,0.052,13.259,0,155.1,15.1,10.3,0,106.26,ul2,44.63,3-28‰,ul,1,E,20,,3,II
591,2021-10-11,ul2-3,2021-10-11_ul2-3,0.637,0.038,16.846,0,172,13.4,12.8,0,106.6,ul2,44.77,4-18‰,ul,1,E,20,,3,II
592,2021-10-11,ul2-4,2021-10-11_ul2-4,0.673,0.037,18.125,0,159.1,11.4,14,0,105.78,ul2,44.43,5-11‰,ul,1,E,20,,3,II
593,2021-10-11,hm3-1,2021-10-11_hm3-1,0.527,0.028,18.837,0,164.3,11.4,14.5,0,86.25,hm3,36.23,2-35‰,hm,1,E,27,,3,II
594,2021-10-11,hm3-2,2021-10-11_hm3-2,0.262,0.055,4.743,0.003,192.4,54.9,3.5,0,61.5,hm3,25.83,3-28‰,hm,1,E,27,,3,II
595,2021-10-11,hm3-3,2021-10-11_hm3-3,0.392,0.02,19.736,0,192.7,13.2,14.6,0,77.9,hm3,32.72,4-18‰,hm,1,E,27,,3,II
596,2021-10-11,hm3-4,2021-10-11_hm3-4,0.487,0.033,14.548,0,193.4,18,10.7,0,95.12,hm3,39.95,5-11‰,hm,1,E,27,,3,II
597,2021-10-11,ul3-1,2021-10-11_ul3-1,0.575,0.045,12.669,0,154.3,15.7,9.9,0,89.04,ul3,37.4,2-35‰,ul,1,E,27,,3,II
598,2021-10-11,ul3-2,2021-10-11_ul3-2,2.794,111.964,0.025,0.981,10.7,430.9,0,1,42.18,ul3,17.72,3-28‰,ul,1,E,27,,3,II
