date,ID,Species,weight difference,run,lanai side,treatment,temperature,Initial weight,final weight, lunar phase,plant ID,RLC order
10/29/21,Hm5-3,Hm,0.0873,3,diamond,3,30 C,0.2823,0.3696,IV,35,2
10/29/21,Hm5-4,Hm,-0.1314,3,diamond,4,30 C,0.3037,0.1723,IV,35,2
10/29/21,Ul5-1,Ul,0.0365,3,diamond,1,30 C,0.2826,0.3191,IV,35,2
10/29/21,Ul5-2,Ul,0.0448,3,diamond,2,30 C,0.2869,0.3317,IV,35,2
10/29/21,Ul5-3,Ul,0.0608,3,diamond,3,30 C,0.2826,0.3434,IV,35,2
10/29/21,Ul5-4,Ul,0.103,3,diamond,4,30 C,0.3032,0.4062,IV,35,2
10/29/21,Hm6-1,Hm,0.0533,3,diamond,1,30 C,0.2773,0.3306,IV,36,3
10/29/21,Hm6-2,Hm,0.0317,3,diamond,2,30 C,0.2818,0.3135,IV,36,3
10/29/21,Hm6-3,Hm,0.1393,3,diamond,3,30 C,0.2993,0.4386,IV,36,3
10/29/21,Hm6-4,Hm,0.0765,3,diamond,4,30 C,0.3079,0.3844,IV,36,3
10/29/21,Ul6-1,Ul,0.0822,3,diamond,1,30 C,0.3031,0.3853,IV,36,3
10/29/21,Ul6-2,Ul,0.0561,3,diamond,2,30 C,0.3071,0.3632,IV,36,3
10/29/21,Ul6-3,Ul,0.075,3,diamond,3,30 C,0.2795,0.3545,IV,36,3
10/29/21,Ul6-4,Ul,0.0887,3,diamond,4,30 C,0.3022,0.3909,IV,36,3
11/9/21,Hm1-1,Hm,0.1016,4,ewa,1,20 C,0.3017,0.4033,II,37,4
11/9/21,Hm1-2,Hm,0.0861,4,ewa,2,20 C,0.3037,0.3898,II,37,4
11/9/21,Hm1-3,Hm,0.0954,4,ewa,3,20 C,0.2951,0.3905,II,37,4
11/9/21,Hm1-4,Hm,0.0516,4,ewa,4,20 C,0.2993,0.3509,II,37,4
11/9/21,Ul1-1,Ul,-0.1542,4,ewa,1,20 C,0.2763,0.1221,II,37,4
11/9/21,Ul1-2,Ul,-0.164,4,ewa,2,20 C,0.3081,0.1441,II,37,4
11/9/21,Ul1-3,Ul,-0.1657,4,ewa,3,20 C,0.2922,0.1265,II,37,4
11/9/21,Ul1-4,Ul,-0.068,4,ewa,4,20 C,0.3035,0.2355,II,37,4
11/9/21,Hm2-1,Hm,0.1065,4,ewa,1,20 C,0.3041,0.4106,II,38,5
11/9/21,Hm2-2,Hm,0.1242,4,ewa,2,20 C,0.303,0.4272,II,38,5
11/9/21,Hm2-3,Hm,0.1118,4,ewa,3,20 C,0.3048,0.4166,II,38,5
11/9/21,Hm2-4,Hm,0.0779,4,ewa,4,20 C,0.3009,0.3788,II,38,5
11/9/21,Ul2-1,Ul,0.1904,4,ewa,1,20 C,0.2991,0.4895,II,38,5
11/9/21,Ul2-2,Ul,0.172,4,ewa,2,20 C,0.2975,0.4695,II,38,5
11/9/21,Ul2-3,Ul,0.1215,4,ewa,3,20 C,0.2957,0.4172,II,38,5
11/9/21,Ul2-4,Ul,0.1551,4,ewa,4,20 C,0.2986,0.4537,II,38,5
11/9/21,Hm3-1,Hm,0.0725,4,ewa,1,27 C,0.3076,0.3801,II,39,6
11/9/21,Hm3-2,Hm,0.0486,4,ewa,2,27 C,0.2738,0.3224,II,39,6
11/9/21,Hm3-3,Hm,0.0646,4,ewa,3,27 C,0.3036,0.3682,II,39,6
11/9/21,Hm3-4,Hm,0.0679,4,ewa,4,27 C,0.2999,0.3678,II,39,6
11/9/21,Ul3-1,Ul,0.1106,4,ewa,1,27 C,0.2809,0.3915,II,39,6
11/9/21,Ul3-2,Ul,0.1268,4,ewa,2,27 C,0.2915,0.4183,II,39,6
11/9/21,Ul3-3,Ul,0.0493,4,ewa,3,27 C,0.2805,0.3298,II,39,6
11/9/21,Ul3-4,Ul,0.107,4,ewa,4,27 C,0.2987,0.4057,II,39,6
11/9/21,Hm4-1,Hm,0.0613,4,ewa,1,27 C,0.3016,0.3629,II,40,1
11/9/21,Hm4-2,Hm,0.0105,4,ewa,2,27 C,0.3048,0.3153,II,40,1
11/9/21,Hm4-3,Hm,0.0602,4,ewa,3,27 C,0.2973,0.3575,II,40,1
11/9/21,Hm4-4,Hm,0.0027,4,ewa,4,27 C,0.2982,0.3009,II,40,1
11/9/21,Ul4-1,Ul,0.0661,4,ewa,1,27 C,0.3013,0.3674,II,40,1
11/9/21,Ul4-2,Ul,0.0498,4,ewa,2,27 C,0.2222,0.272,II,40,1
11/9/21,Ul4-3,Ul,0.0607,4,ewa,3,27 C,0.2029,0.2636,II,40,1
11/9/21,Ul4-4,Ul,0.0724,4,ewa,4,27 C,0.2751,0.3475,II,40,1
11/9/21,Hm5-1,Hm,0.0705,4,ewa,1,30 C,0.3038,0.3743,II,41,2
11/9/21,Hm5-2,Hm,0.0436,4,ewa,2,30 C,0.3021,0.3457,II,41,2
11/9/21,Hm5-3,Hm,0.066,4,ewa,3,30 C,0.2974,0.3634,II,41,2
11/9/21,Hm5-4,Hm,0.0293,4,ewa,4,30 C,0.2984,0.3277,II,41,2
11/9/21,Ul5-1,Ul,0.0073,4,ewa,1,30 C,0.3024,0.3097,II,41,2
11/9/21,Ul5-2,Ul,0.0404,4,ewa,2,30 C,0.3039,0.3443,II,41,2
11/9/21,Ul5-3,Ul,0.0585,4,ewa,3,30 C,0.2908,0.3493,II,41,2
11/9/21,Ul5-4,Ul,0.085,4,ewa,4,30 C,0.2832,0.3682,II,41,2
11/9/21,Hm6-1,Hm,0.0658,4,ewa,1,30 C,0.2999,0.3657,II,42,3
11/9/21,Hm6-2,Hm,0.0586,4,ewa,2,30 C,0.2977,0.3563,II,42,3
11/9/21,Hm6-3,Hm,0.0336,4,ewa,3,30 C,0.2623,0.2959,II,42,3
11/9/21,Hm6-4,Hm,0.0281,4,ewa,4,30 C,0.3058,0.3339,II,42,3
11/9/21,Ul6-1,Ul,0.0247,4,ewa,1,30 C,0.2969,0.3216,II,42,3
11/9/21,Ul6-2,Ul,0.0667,4,ewa,2,30 C,0.2995,0.3662,II,42,3
11/9/21,Ul6-3,Ul,0.1073,4,ewa,3,30 C,0.2958,0.4031,II,42,3
11/9/21,Ul6-4,Ul,0.0863,4,ewa,4,30 C,0.286,0.3723,II,42,3
11/12/21,Hm1-1,Hm,0.1033,4,diamond,1,20 C,0.307,0.4103,II,43,1
11/12/21,Hm1-2,Hm,0.0539,4,diamond,2,20 C,0.2975,0.3514,II,43,1
11/12/21,Hm1-3,Hm,0.0795,4,diamond,3,20 C,0.3007,0.3802,II,43,1
11/12/21,Hm1-4,Hm,0.0193,4,diamond,4,20 C,0.304,0.3233,II,43,1
11/12/21,Ul1-1,Ul,0.0632,4,diamond,1,20 C,0.293,0.3562,II,43,1
11/12/21,Ul1-2,Ul,0.0443,4,diamond,2,20 C,0.3021,0.3464,II,43,1
11/12/21,Ul1-3,Ul,0.0486,4,diamond,3,20 C,0.2966,0.3452,II,43,1
11/12/21,Ul1-4,Ul,0.1371,4,diamond,4,20 C,0.3021,0.4392,II,43,1
11/12/21,Hm2-1,Hm,0.0973,4,diamond,1,20 C,0.3008,0.3981,II,44,2
11/12/21,Hm2-2,Hm,0.0724,4,diamond,2,20 C,0.3009,0.3733,II,44,2
11/12/21,Hm2-3,Hm,0.0602,4,diamond,3,20 C,0.3046,0.3648,II,44,2
11/12/21,Hm2-4,Hm,0.0675,4,diamond,4,20 C,0.3033,0.3708,II,44,2
11/12/21,Ul2-1,Ul,0.2337,4,diamond,1,20 C,0.3028,0.5365,II,44,2
11/12/21,Ul2-2,Ul,0.1225,4,diamond,2,20 C,0.3034,0.4259,II,44,2
11/12/21,Ul2-3,Ul,0.1263,4,diamond,3,20 C,0.2878,0.4141,II,44,2
11/12/21,Ul2-4,Ul,0.1251,4,diamond,4,20 C,0.2959,0.421,II,44,2
11/12/21,Hm3-1,Hm,0.0588,4,diamond,1,27 C,0.3013,0.3601,II,45,3
11/12/21,Hm3-2,Hm,0.0765,4,diamond,2,27 C,0.3038,0.3803,II,45,3
11/12/21,Hm3-3,Hm,0.0885,4,diamond,3,27 C,0.303,0.3915,II,45,3
11/12/21,Hm3-4,Hm,0.0751,4,diamond,4,27 C,0.3047,0.3798,II,45,3
11/12/21,Ul3-1,Ul,-0.0056,4,diamond,1,27 C,0.2576,0.252,II,45,3
11/12/21,Ul3-2,Ul,-0.0205,4,diamond,2,27 C,0.2868,0.2663,II,45,3
11/12/21,Ul3-3,Ul,0.0711,4,diamond,3,27 C,0.2912,0.3623,II,45,3
11/12/21,Ul3-4,Ul,0.1212,4,diamond,4,27 C,0.3011,0.4223,II,45,3
11/12/21,Hm4-1,Hm,0.0908,4,diamond,1,27 C,0.2957,0.3865,II,46,4
11/12/21,Hm4-2,Hm,0.083,4,diamond,2,27 C,0.2975,0.3805,II,46,4
11/12/21,Hm4-3,Hm,0.1191,4,diamond,3,27 C,0.295,0.4141,II,46,4
11/12/21,Hm4-4,Hm,0.0599,4,diamond,4,27 C,0.3026,0.3625,II,46,4
11/12/21,Ul4-1,Ul,0.0113,4,diamond,1,27 C,0.2906,0.3019,II,46,4
11/12/21,Ul4-2,Ul,0.0006,4,diamond,2,27 C,0.2994,0.3,II,46,4
11/12/21,Ul4-3,Ul,0.0745,4,diamond,3,27 C,0.2928,0.3673,II,46,4
11/12/21,Ul4-4,Ul,0.0749,4,diamond,4,27 C,0.2851,0.36,II,46,4
11/12/21,Hm5-1,Hm,0.0571,4,diamond,1,30 C,0.2939,0.351,II,47,5
11/12/21,Hm5-2,Hm,0.0719,4,diamond,2,30 C,0.3039,0.3758,II,47,5
11/12/21,Hm5-3,Hm,0.0895,4,diamond,3,30 C,0.2962,0.3857,II,47,5
11/12/21,Hm5-4,Hm,-0.0051,4,diamond,4,30 C,0.2991,0.294,II,47,5
11/12/21,Ul5-1,Ul,0.0204,4,diamond,1,30 C,0.2804,0.3008,II,47,5
11/12/21,Ul5-2,Ul,0.0714,4,diamond,2,30 C,0.2877,0.3591,II,47,5
11/12/21,Ul5-3,Ul,0.0912,4,diamond,3,30 C,0.3027,0.3939,II,47,5
11/12/21,Ul5-4,Ul,0.0815,4,diamond,4,30 C,0.2938,0.3753,II,47,5
11/12/21,Hm6-1,Hm,0.0649,4,diamond,1,30 C,0.2983,0.3632,II,48,6
11/12/21,Hm6-2,Hm,0.0627,4,diamond,2,30 C,0.3002,0.3629,II,48,6
11/12/21,Hm6-3,Hm,-0.0746,4,diamond,3,30 C,0.2999,0.2253,II,48,6
11/12/21,Hm6-4,Hm,-0.1862,4,diamond,4,30 C,0.2879,0.1017,II,48,6
11/12/21,Ul6-1,Ul,0.0154,4,diamond,1,30 C,0.2977,0.3131,II,48,6
11/12/21,Ul6-2,Ul,-0.0058,4,diamond,2,30 C,0.249,0.2432,II,48,6
11/12/21,Ul6-3,Ul,0.0268,4,diamond,3,30 C,0.2663,0.2931,II,48,6
11/12/21,Ul6-4,Ul,0.0624,4,diamond,4,30 C,0.288,0.3504,II,48,6
2/19/22,Ul1-1,Ul,-0.0047,6,ewa,0,20,0.2935,0.2888,III,49,4
2/19/22,Ul1-2,Ul,0.0036,6,ewa,0,20,0.2703,0.2739,III,50,4
2/19/22,Ul1-3,Ul,0.051,6,ewa,0,20,0.3039,0.3549,III,51,4
2/19/22,Ul1-4,Ul,0.0498,6,ewa,0,20,0.2981,0.3479,III,52,4
2/19/22,Ul2-1,Ul,-0.0285,6,ewa,0,20,0.2962,0.2677,III,53,5
2/19/22,Ul2-2,Ul,-0.0056,6,ewa,0,20,0.3053,0.2997,III,54,5
2/19/22,Ul2-3,Ul,0.0019,6,ewa,0,20,0.3083,0.3102,III,55,5
2/19/22,Ul2-4,Ul,0.0078,6,ewa,0,20,0.2671,0.2749,III,56,5
2/19/22,Ul3-1,Ul,0.0176,6,ewa,0,27,0.2996,0.3172,III,57,6
2/19/22,Ul3-2,Ul,0.0416,6,ewa,0,27,0.2907,0.3323,III,58,6
2/19/22,Ul3-3,Ul,-0.0139,6,ewa,0,27,0.3095,0.2956,III,59,6
2/19/22,Ul3-4,Ul,-0.0286,6,ewa,0,27,0.2979,0.2693,III,60,6
2/19/22,Ul4-1,Ul,0.0166,6,ewa,0,27,0.2798,0.2964,III,61,1
2/19/22,Ul4-2,Ul,-0.0205,6,ewa,0,27,0.3091,0.2886,III,62,1
2/19/22,Ul4-3,Ul,0.0516,6,ewa,0,27,0.3069,0.3585,III,63,1
2/19/22,Ul4-4,Ul,-0.0071,6,ewa,0,27,0.3003,0.2932,III,64,1
2/19/22,Ul5-1,Ul,0.0469,6,ewa,0,30,0.2957,0.3426,III,65,2
2/19/22,Ul5-2,Ul,0.006,6,ewa,0,30,0.3009,0.3069,III,66,2
2/19/22,Ul5-3,Ul,0.0046,6,ewa,0,30,0.3015,0.3061,III,67,2
2/19/22,Ul5-4,Ul,0.0082,6,ewa,0,30,0.3006,0.3088,III,68,2
2/19/22,Ul6-1,Ul,0.0365,6,ewa,0,30,0.281,0.3175,III,69,3
2/19/22,Ul6-2,Ul,0.0049,6,ewa,0,30,0.2786,0.2835,III,70,3
2/19/22,Ul6-3,Ul,0.0116,6,ewa,0,30,0.297,0.3086,III,71,3
2/19/22,Ul6-4,Ul,0.0348,6,ewa,0,30,0.2936,0.3284,III,72,3
4/29/22,Hm1-1,Hm,0.1712,6,ewa,3.5,20,0.2974,0.4686,III,49,4
4/29/22,Hm1-2,Hm,0.1533,6,ewa,3.5,20,0.3028,0.4561,III,50,4
4/29/22,Hm1-3,Hm,0.0701,6,ewa,3.5,20,0.3038,0.3739,III,51,4
4/29/22,Hm1-4,Hm,0.1207,6,ewa,3.5,20,0.303,0.4237,III,52,4
4/29/22,HUl1-1,Hm,0.0887,6,ewa,3.5,20,0.3036,0.3923,III,53,4
4/29/22,HUl1-2,Hm,0.1048,6,ewa,3.5,20,0.2996,0.4044,III,54,4
4/29/22,HUl1-3,Hm,0.0539,6,ewa,3.5,20,0.2876,0.3415,III,55,4
4/29/22,HUl1-4,Hm,0.1527,6,ewa,3.5,20,0.3006,0.4533,III,56,4
4/29/22,Hm2-1,Hm,0.0254,6,ewa,3.5,20,0.3043,0.3297,III,57,5
4/29/22,Hm2-2,Hm,0.0882,6,ewa,3.5,20,0.2967,0.3849,III,58,5
4/29/22,Hm2-3,Hm,0.0801,6,ewa,3.5,20,0.2925,0.3726,III,59,5
4/29/22,Hm2-4,Hm,0.1171,6,ewa,3.5,20,0.2953,0.4124,III,60,5
4/29/22,HUl2-1,Hm,0.1424,6,ewa,3.5,20,0.299,0.4414,III,61,5
4/29/22,HUl2-2,Hm,0.1005,6,ewa,3.5,20,0.299,0.3995,III,62,5
4/29/22,HUl2-3,Hm,0.1323,6,ewa,3.5,20,0.2996,0.4319,III,63,5
4/29/22,HUl2-4,Hm,0.0881,6,ewa,3.5,20,0.3023,0.3904,III,64,5
4/29/22,Hm3-1,Hm,0.1109,6,ewa,3.5,27,0.3033,0.4142,III,65,6
4/29/22,Hm3-2,Hm,0.1359,6,ewa,3.5,27,0.3011,0.437,III,66,6
4/29/22,Hm3-3,Hm,-0.0277,6,ewa,3.5,27,0.302,0.2743,III,67,6
4/29/22,Hm3-4,Hm,0.0344,6,ewa,3.5,27,0.302,0.3364,III,68,6
4/29/22,HUl3-1,Hm,0.0944,6,ewa,3.5,27,0.2947,0.3891,III,69,6
4/29/22,HUl3-2,Hm,0.1132,6,ewa,3.5,27,0.3026,0.4158,III,70,6
4/29/22,HUl3-3,Hm,0.0904,6,ewa,3.5,27,0.2809,0.3713,III,71,6
4/29/22,HUl3-4,Hm,0.1103,6,ewa,3.5,27,0.2961,0.4064,III,72,6
4/29/22,Hm4-1,Hm,-0.0263,6,ewa,3.5,27,0.2945,0.2682,III,73,1
4/29/22,Hm4-2,Hm,0.0793,6,ewa,3.5,27,0.2971,0.3764,III,74,1
4/29/22,Hm4-3,Hm,0.0799,6,ewa,3.5,27,0.2993,0.3792,III,75,1
4/29/22,Hm4-4,Hm,0.1093,6,ewa,3.5,27,0.3043,0.4136,III,76,1
4/29/22,HUl4-1,Hm,0.1295,6,ewa,3.5,27,0.3034,0.4329,III,77,1
4/29/22,HUl4-2,Hm,0.1212,6,ewa,3.5,27,0.2957,0.4169,III,78,1
4/29/22,HUl4-3,Hm,0.0801,6,ewa,3.5,27,0.3002,0.3803,III,79,1
4/29/22,HUl4-4,Hm,0.0819,6,ewa,3.5,27,0.2979,0.3798,III,80,1
4/29/22,Hm5-1,Hm,0.0606,6,ewa,3.5,30,0.2998,0.3604,III,81,2
4/29/22,Hm5-2,Hm,0.1196,6,ewa,3.5,30,0.2933,0.4129,III,82,2
4/29/22,Hm5-3,Hm,0.0601,6,ewa,3.5,30,0.3012,0.3613,III,83,2
4/29/22,Hm5-4,Hm,0.0858,6,ewa,3.5,30,0.3037,0.3895,III,84,2
4/29/22,HUl5-1,Hm,0.1401,6,ewa,3.5,30,0.3018,0.4419,III,85,2
4/29/22,HUl5-2,Hm,0.1262,6,ewa,3.5,30,0.2978,0.424,III,86,2
4/29/22,HUl5-3,Hm,0.2024,6,ewa,3.5,30,0.2968,0.4992,III,87,2
4/29/22,HUl5-4,Hm,0.2436,6,ewa,3.5,30,0.3014,0.545,III,88,2
4/29/22,Hm6-1,Hm,0.1082,6,ewa,3.5,30,0.2995,0.4077,III,89,3
4/29/22,Hm6-2,Hm,0.1279,6,ewa,3.5,30,0.2967,0.4246,III,90,3
4/29/22,Hm6-3,Hm,0.0133,6,ewa,3.5,30,0.2938,0.3071,III,91,3
4/29/22,Hm6-4,Hm,0.1073,6,ewa,3.5,30,0.2949,0.4022,III,92,3
4/29/22,HUl6-1,Hm,0.1193,6,ewa,3.5,30,0.3036,0.4229,III,93,3
4/29/22,HUl6-2,Hm,0.1564,6,ewa,3.5,30,0.3017,0.4581,III,94,3
4/29/22,HUl6-3,Hm,0.1692,6,ewa,3.5,30,0.3007,0.4699,III,95,3
4/29/22,HUl6-4,Hm,0.1212,6,ewa,3.5,30,0.2911,0.4123,III,96,3
3/1/22,Ul1-1,Ul,0.0123,6,ewa,0,20,0.2936,0.3059,IV,73,4
3/1/22,Ul1-2,Ul,0.0329,6,ewa,0,20,0.2948,0.3277,IV,74,4
3/1/22,Ul1-3,Ul,0.0114,6,ewa,0,20,0.3041,0.3155,IV,75,4
3/1/22,Ul1-4,Ul,0.0168,6,ewa,0,20,0.2958,0.3126,IV,76,4
3/1/22,Ul2-1,Ul,0.0567,6,ewa,0,20,0.2946,0.3513,IV,77,5
3/1/22,Ul2-2,Ul,0.0278,6,ewa,0,20,0.2875,0.3153,IV,78,5
3/1/22,Ul2-3,Ul,-0.0089,6,ewa,0,20,0.3044,0.2955,IV,79,5
3/1/22,Ul2-4,Ul,0.0087,6,ewa,0,20,0.2739,0.2826,IV,80,5
3/1/22,Ul3-1,Ul,0.0237,6,ewa,0,27,0.3044,0.3281,IV,81,6
3/1/22,Ul3-2,Ul,0.0248,6,ewa,0,27,0.305,0.3298,IV,82,6
3/1/22,Ul3-3,Ul,-0.0144,6,ewa,0,27,0.2898,0.2754,IV,83,6
3/1/22,Ul3-4,Ul,0.0178,6,ewa,0,27,0.2901,0.3079,IV,84,6
3/1/22,Ul4-1,Ul,0.0099,6,ewa,0,27,0.3026,0.3125,IV,85,1
3/1/22,Ul4-2,Ul,-0.0057,6,ewa,0,27,0.2964,0.2907,IV,86,1
3/1/22,Ul4-3,Ul,0.0049,6,ewa,0,27,0.2918,0.2967,IV,87,1
3/1/22,Ul4-4,Ul,-0.0083,6,ewa,0,27,0.3033,0.295,IV,88,1
3/1/22,Ul5-1,Ul,0.031,6,ewa,0,30,0.2997,0.3307,IV,89,2
3/1/22,Ul5-2,Ul,0.016,6,ewa,0,30,0.3001,0.3161,IV,90,2
3/1/22,Ul5-3,Ul,0.0184,6,ewa,0,30,0.297,0.3154,IV,91,2
3/1/22,Ul5-4,Ul,0.0123,6,ewa,0,30,0.2933,0.3056,IV,92,2
3/1/22,Ul6-1,Ul,0.014,6,ewa,0,30,0.2861,0.3001,IV,93,3
3/1/22,Ul6-2,Ul,0.0267,6,ewa,0,30,0.2973,0.324,IV,94,3
3/1/22,Ul6-3,Ul,0.0064,6,ewa,0,30,0.2745,0.2809,IV,95,3
3/1/22,Ul6-4,Ul,0.0074,6,ewa,0,30,0.2821,0.2895,IV,96,3
