"2022-07-22";"11:46:20";"WinControl (rev 1142) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2022-07-22 07:55:08.186";"2022-07-22";"07:55:08";"SCHS";"";"Chart start ";""
"2022-07-22 08:01:44.816";"2022-07-22";"08:01:44";"SLCS";"";"Light Curve start ";"hul2-1"
"2022-07-22 08:01:44.816";"2022-07-22";"08:01:44";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 27.758 ) ";""
"2022-07-22 08:01:44.816";"2022-07-22";"08:01:44";"REG2";"";"#1: alpha: 0.279, ETRm: 33.804, Ik: 121.184 ";""
"2022-07-22 08:01:46.546";"2022-07-22";"08:01:46";"FO";"1";"74";"248";"0";"0.702";"0.0";"-";"-";"74";"248";"0.702"
"2022-07-22 08:02:16.839";"2022-07-22";"08:02:16";"F";"2";"84";"244";"66";"0.656";"18.2";"74";"0.016";"74";"248";"0.702"
"2022-07-22 08:02:47.131";"2022-07-22";"08:02:47";"F";"3";"85";"199";"90";"0.573";"21.7";"69";"0.246";"74";"248";"0.702"
"2022-07-22 08:03:17.430";"2022-07-22";"08:03:17";"F";"4";"89";"174";"125";"0.489";"25.7";"66";"0.425";"74";"248";"0.702"
"2022-07-22 08:03:47.725";"2022-07-22";"08:03:47";"F";"5";"95";"151";"190";"0.371";"29.6";"62";"0.642";"74";"248";"0.702"
"2022-07-22 08:04:18.021";"2022-07-22";"08:04:18";"F";"6";"100";"135";"285";"0.259";"31.0";"59";"0.837";"74";"248";"0.702"
"2022-07-22 08:04:48.320";"2022-07-22";"08:04:48";"F";"7";"103";"126";"420";"0.183";"32.3";"57";"0.968";"74";"248";"0.702"
"2022-07-22 08:05:18.613";"2022-07-22";"08:05:18";"F";"8";"107";"122";"625";"0.123";"32.3";"57";"1.033";"74";"248";"0.702"
"2022-07-22 08:05:48.909";"2022-07-22";"08:05:48";"F";"9";"108";"122";"820";"0.115";"39.6";"57";"1.033";"74";"248";"0.702"
"2022-07-22 08:05:51.485";"2022-07-22";"08:05:51";"SLCE";"";"Light Curve end ";""
"2022-07-22 08:06:35.718";"2022-07-22";"08:06:35";"SLCS";"";"Light Curve start ";"hul2-2"
"2022-07-22 08:06:35.718";"2022-07-22";"08:06:35";"REG1";"";"#1: alpha: 0.389, ETRm: 23.488, Ik: 60.399   ( beta: 0.001, ETRmPot: 23.983 ) ";""
"2022-07-22 08:06:35.718";"2022-07-22";"08:06:35";"REG2";"";"#1: alpha: 0.280, ETRm: 23.220, Ik: 82.938 ";""
"2022-07-22 08:06:37.399";"2022-07-22";"08:06:37";"FO";"10";"74";"246";"0";"0.699";"0.0";"-";"-";"74";"246";"0.699"
"2022-07-22 08:07:07.691";"2022-07-22";"08:07:07";"F";"11";"96";"231";"66";"0.584";"16.2";"73";"0.065";"74";"246";"0.699"
"2022-07-22 08:07:37.985";"2022-07-22";"08:07:37";"F";"12";"99";"193";"90";"0.487";"18.4";"68";"0.275";"74";"246";"0.699"
"2022-07-22 08:08:08.284";"2022-07-22";"08:08:08";"F";"13";"105";"168";"125";"0.375";"19.7";"65";"0.464";"74";"246";"0.699"
"2022-07-22 08:08:38.578";"2022-07-22";"08:08:38";"F";"14";"108";"151";"190";"0.285";"22.7";"62";"0.629";"74";"246";"0.699"
"2022-07-22 08:09:08.876";"2022-07-22";"08:09:08";"F";"15";"114";"143";"285";"0.203";"24.3";"61";"0.720";"74";"246";"0.699"
"2022-07-22 08:09:39.174";"2022-07-22";"08:09:39";"F";"16";"118";"138";"420";"0.145";"25.6";"60";"0.783";"74";"246";"0.699"
"2022-07-22 08:10:09.472";"2022-07-22";"08:10:09";"F";"17";"124";"133";"625";"0.068";"17.9";"59";"0.850";"74";"246";"0.699"
"2022-07-22 08:10:39.760";"2022-07-22";"08:10:39";"F";"18";"123";"133";"820";"0.075";"25.8";"59";"0.850";"74";"246";"0.699"
