"","Date","Specimen.ID","uid","Plant.ID","Species","Lanai.Side","Treatment","Temp...C.","RLC.Order","RLC.Day","Run","deltaNPQ","rETRmax","ETRmax","alpha.1","alpha.2","alpha.3","alpha.4","ek.1","ek.2","ek.3","ek.4"
"366","2021-10-01","ul4-2","2021-10-01_ul4-2",22,"ul","diamond","2",27,4,1,2,"0.361",65.55,27.53,0.95,0.216,4.39,0.003,60.8,15.7,3.9,0
"367","2021-10-01","ul4-3","2021-10-01_ul4-3",22,"ul","diamond","3",27,4,1,2,"0.317",67.55,28.37,0.849,0.133,6.411,0,72.1,13,5.6,0
"368","2021-10-01","ul4-4","2021-10-01_ul4-4",22,"ul","diamond","4",27,4,1,2,"0.366",83.58,35.1,0.804,0.089,9.074,0,97,12.8,7.6,0
"369","2021-10-01","hm5-1","2021-10-01_hm5-1",23,"hm","diamond","1",30,5,1,2,"0.533",54.94,23.07,0.714,0.102,6.974,0,69.5,11.5,6.1,0
"370","2021-10-01","hm5-2","2021-10-01_hm5-2",23,"hm","diamond","2",30,5,1,2,"0.357",73.8,31,0.591,0.055,10.705,0,114.9,13.1,8.8,0
"371","2021-10-01","hm5-3","2021-10-01_hm5-3",23,"hm","diamond","3",30,5,1,2,"0.558",59.86,25.14,0.639,0.035,18.36,0,88.2,5.7,15.5,0
"372","2021-10-01","hm5-4","2021-10-01_hm5-4",23,"hm","diamond","4",30,5,1,2,"0.35",66.42,27.9,0.481,0.033,14.755,0,127.7,10.7,11.9,0
"373","2021-10-01","ul5-1","2021-10-01_ul5-1",23,"ul","diamond","1",30,5,1,2,"0.246",65.27,27.41,0.82,0.215,3.819,0.007,68.2,20.5,3.3,0
"374","2021-10-01","ul5-2","2021-10-01_ul5-2",23,"ul","diamond","2",30,5,1,2,"0.442",86.52,36.34,0.714,0.072,9.98,0,114.6,14,8.2,0
"375","2021-10-01","ul5-3","2021-10-01_ul5-3",23,"ul","diamond","3",30,5,1,2,"0.413",71.82,30.16,0.72,0.083,8.712,0,92.1,12.6,7.3,0
"376","2021-10-01","ul5-4","2021-10-01_ul5-4",23,"ul","diamond","4",30,5,1,2,"0.367",52.25,21.94,1.296,1.063,1.219,0.262,32.1,27.9,1.1,0.3
"377","2021-10-01","hm6-1","2021-10-01_hm6-1",24,"hm","diamond","1",30,6,1,2,"0.299",66.42,27.9,0.361,0.077,4.707,0.002,146.5,39.6,3.7,0
"378","2021-10-01","hm6-2","2021-10-01_hm6-2",24,"hm","diamond","2",30,6,1,2,"0.381",67.24,28.24,0.356,0.05,7.162,0,163.2,29.6,5.5,0
"379","2021-10-01","hm6-3","2021-10-01_hm6-3",24,"hm","diamond","3",30,6,1,2,"0.358",80.36,33.75,0.433,0.103,4.206,0.004,144.1,43.5,3.3,0
"380","2021-10-01","hm6-4","2021-10-01_hm6-4",24,"hm","diamond","4",30,6,1,2,"0.425",75.44,31.68,0.42,0.048,8.702,0,157.3,23.3,6.7,0
"381","2021-10-01","ul6-1","2021-10-01_ul6-1",24,"ul","diamond","1",30,6,1,2,"0.442",56.72,23.82,0.933,0.385,2.421,0.046,50,23,2.2,0.1
"382","2021-10-01","ul6-2","2021-10-01_ul6-2",24,"ul","diamond","2",30,6,1,2,"0.346",56.43,23.7,0.857,0.23,3.718,0.007,56.4,17.1,3.3,0
"383","2021-10-01","ul6-3","2021-10-01_ul6-3",24,"ul","diamond","3",30,6,1,2,"0.365",52.73,22.15,0.917,0.217,4.219,0.004,50.5,13.3,3.8,0
"384","2021-10-01","ul6-4","2021-10-01_ul6-4",24,"ul","diamond","4",30,6,1,2,"0.38",66.12,27.77,0.803,0.123,6.542,0,74.9,13.3,5.6,0
"385","2021-10-04","hm6-1","2021-10-04_hm6-1",18,"hm","ewa","1",20,1,5,2,"0.885",100.04,42.02,0.758,0.104,7.322,0,113.3,18.9,6,0
"386","2021-10-04","hm6-2","2021-10-04_hm6-2",18,"hm","ewa","2",20,1,5,2,"0.944",91.84,38.57,1,0.193,5.17,0.001,80.8,18.3,4.4,0
"387","2021-10-04","hm6-3","2021-10-04_hm6-3",18,"hm","ewa","3",20,1,5,2,"0.941",77.08,32.37,1.02,0.172,5.941,0.001,69.5,13.4,5.2,0
"388","2021-10-04","hm6-4","2021-10-04_hm6-4",18,"hm","ewa","4",20,1,5,2,"0.872",62.13,26.09,1.176,0.295,3.98,0.005,48.4,13.5,3.6,0
"389","2021-10-04","ul6-1","2021-10-04_ul6-1",18,"ul","ewa","1",20,1,5,2,"0.383",68.4,28.73,0.869,0.218,3.986,0.005,67.1,19.3,3.5,0
"390","2021-10-04","ul6-2","2021-10-04_ul6-2",18,"ul","ewa","2",20,1,5,2,"0.428",67.26,28.25,0.918,0.294,3.119,0.017,60,21.8,2.8,0
"391","2021-10-04","ul6-3","2021-10-04_ul6-3",18,"ul","ewa","3",20,1,5,2,"0.521",69.25,29.08,0.912,0.207,4.404,0.003,66.7,17.4,3.8,0
"392","2021-10-04","ul6-4","2021-10-04_ul6-4",18,"ul","ewa","4",20,1,5,2,"0.889",71.25,29.92,0.862,0.181,4.765,0.002,73.3,17.8,4.1,0
"393","2021-10-04","hm1-1","2021-10-04_hm1-1",13,"hm","ewa","1",30,2,5,2,"0.531",60.68,25.49,0.495,0.097,5.119,0.001,97.1,22.7,4.3,0
"394","2021-10-04","hm1-2","2021-10-04_hm1-2",13,"hm","ewa","2",30,2,5,2,"0.652",48.38,20.32,0.647,0.13,4.969,0.002,61.9,14.1,4.4,0
"395","2021-10-04","hm1-3","2021-10-04_hm1-3",13,"hm","ewa","3",30,2,5,2,"0.858",59.86,25.14,0.758,0.116,6.511,0,67.8,11.9,5.7,0
"396","2021-10-04","hm1-4","2021-10-04_hm1-4",13,"hm","ewa","4",30,2,5,2,"0.364",64.78,27.21,0.678,0.227,2.982,0.02,69.2,26.7,2.6,0
"397","2021-10-04","ul1-1","2021-10-04_ul1-1",13,"ul","ewa","1",30,2,5,2,"0.434",66.41,27.89,0.925,0.215,4.296,0.004,62.5,16.6,3.8,0
"398","2021-10-04","ul1-2","2021-10-04_ul1-2",13,"ul","ewa","2",30,2,5,2,"0.451",58.99,24.78,1.167,0.563,2.073,0.077,41.3,21.7,1.9,0.1
"399","2021-10-04","ul1-3","2021-10-04_ul1-3",13,"ul","ewa","3",30,2,5,2,"0.547",83.58,35.1,0.84,0.129,6.501,0,89.6,16.3,5.5,0
"400","2021-10-04","ul1-4","2021-10-04_ul1-4",13,"ul","ewa","4",30,2,5,2,"0.51",55.58,23.34,0.958,0.372,2.575,0.037,48.1,20.7,2.3,0.1
"401","2021-10-04","hm2-1","2021-10-04_hm2-1",14,"hm","ewa","1",30,3,5,2,"0.664",69.7,29.27,0.682,0.072,9.472,0,89.4,11.2,8,0
"402","2021-10-04","hm2-2","2021-10-04_hm2-2",14,"hm","ewa","2",30,3,5,2,"0.424",46.74,19.63,0.457,0.062,7.316,0,90,14.6,6.2,0
"403","2021-10-04","hm2-3","2021-10-04_hm2-3",14,"hm","ewa","3",30,3,5,2,"0.754",61.5,25.83,0.884,0.437,2.024,0.083,47.8,26.1,1.8,0.1
"404","2021-10-04","hm2-4","2021-10-04_hm2-4",14,"hm","ewa","4",30,3,5,2,"0.376",58.22,24.45,0.742,0.202,3.669,0.008,70.4,22.1,3.2,0
"405","2021-10-04","ul2-1","2021-10-04_ul2-1",14,"ul","ewa","1",30,3,5,2,"0.314",43.13,18.11,2.892,65.704,0.044,0.966,11.2,255.8,0,1
"406","2021-10-04","ul2-2","2021-10-04_ul2-2",14,"ul","ewa","2",30,3,5,2,"0.436",76.95,32.32,0.87,0.141,6.165,0,80.2,15.2,5.3,0
"407","2021-10-04","ul2-3","2021-10-04_ul2-3",14,"ul","ewa","3",30,3,5,2,"0.388",90.3,37.93,0.747,0.058,12.953,0,114.8,10.8,10.6,0
"408","2021-10-04","ul2-4","2021-10-04_ul2-4",14,"ul","ewa","4",30,3,5,2,"0.553",69.25,29.08,0.803,0.175,4.596,0.002,75.8,19.1,4,0
"409","2021-10-04","hm3-1","2021-10-04_hm3-1",15,"hm","ewa","1",27,4,5,2,"0.769",75.44,31.68,0.657,0.06,10.889,0,102.6,11.3,9,0
"410","2021-10-04","hm3-2","2021-10-04_hm3-2",15,"hm","ewa","2",27,4,5,2,"0.622",63.96,26.86,0.571,0.075,7.613,0,96.2,15.1,6.4,0
"411","2021-10-04","hm3-3","2021-10-04_hm3-3",15,"hm","ewa","3",27,4,5,2,"0.838",69.7,29.27,0.897,0.173,5.168,0.001,65.4,14.5,4.5,0
"412","2021-10-04","hm3-4","2021-10-04_hm3-4",15,"hm","ewa","4",27,4,5,2,"0.485",73.08,30.69,0.648,0.089,7.315,0,103.3,17,6.1,0
"413","2021-10-04","ul3-1","2021-10-04_ul3-1",15,"ul","ewa","1",27,4,5,2,"0.446",49.02,20.59,1.705,3.895,0.438,0.675,21.7,50.8,0.4,0.7
"414","2021-10-04","ul3-2","2021-10-04_ul3-2",15,"ul","ewa","2",27,4,5,2,"0.426",62.7,26.33,1.097,0.558,1.966,0.09,45.2,25.3,1.8,0.1
"415","2021-10-04","ul3-3","2021-10-04_ul3-3",15,"ul","ewa","3",27,4,5,2,"0.425",103.32,43.39,0.73,0.07,10.379,0,135.2,16.3,8.3,0
"416","2021-10-04","ul3-4","2021-10-04_ul3-4",15,"ul","ewa","4",27,4,5,2,"0.539",68.11,28.61,0.798,0.122,6.557,0,78.5,14,5.6,0
"417","2021-10-04","hm4-1","2021-10-04_hm4-1",16,"hm","ewa","1",27,5,5,2,"0.548",61.5,25.83,0.598,0.058,10.377,0,97.4,11.2,8.7,0
"418","2021-10-04","hm4-2","2021-10-04_hm4-2",16,"hm","ewa","2",27,5,5,2,"0.681",55.76,23.42,0.757,0.148,5.102,0.001,60.7,13.5,4.5,0
"419","2021-10-04","hm4-3","2021-10-04_hm4-3",16,"hm","ewa","3",27,5,5,2,"0.672",61.32,25.75,0.73,0.102,7.152,0,72.9,11.8,6.2,0
"420","2021-10-04","hm4-4","2021-10-04_hm4-4",16,"hm","ewa","4",27,5,5,2,"0.339",86.92,36.51,0.576,0.038,15.055,0,143.9,12.1,11.9,0
"421","2021-10-04","ul4-1","2021-10-04_ul4-1",16,"ul","ewa","1",27,5,5,2,"0.345",60.99,25.62,1.246,0.691,1.804,0.114,39.4,23.7,1.7,0.1
"422","2021-10-04","ul4-2","2021-10-04_ul4-2",16,"ul","ewa","2",27,5,5,2,"0.518",65.84,27.65,0.957,0.319,2.997,0.02,57.7,21.7,2.7,0
"423","2021-10-04","ul4-3","2021-10-04_ul4-3",16,"ul","ewa","3",27,5,5,2,"0.477",68.11,28.61,0.829,0.135,6.122,0,75.2,14.3,5.3,0
"424","2021-10-04","ul4-4","2021-10-04_ul4-4",16,"ul","ewa","4",27,5,5,2,"0.367",84.84,35.63,0.84,0.107,7.844,0,95.2,14.5,6.6,0
"425","2021-10-04","hm5-1","2021-10-04_hm5-1",17,"hm","ewa","1",20,6,5,2,"0.871",81.18,34.1,0.815,0.037,21.764,0,99.3,5.5,18.2,0
"426","2021-10-04","hm5-2","2021-10-04_hm5-2",17,"hm","ewa","2",20,6,5,2,"0.552",72.98,30.65,0.52,0.044,11.957,0,126.6,13.1,9.6,0
"427","2021-10-04","hm5-3","2021-10-04_hm5-3",17,"hm","ewa","3",20,6,5,2,"0.676",92.66,38.92,0.693,0.085,8.103,0,123.8,18.9,6.6,0
"428","2021-10-04","hm5-4","2021-10-04_hm5-4",17,"hm","ewa","4",20,6,5,2,"0.58",72.67,30.52,0.726,0.112,6.486,0,91.8,16.8,5.5,0
"429","2021-10-04","ul5-1","2021-10-04_ul5-1",17,"ul","ewa","1",20,6,5,2,"0.439",53.87,22.63,1.146,0.906,1.265,0.246,36.4,31,1.2,0.3
"430","2021-10-04","ul5-2","2021-10-04_ul5-2",17,"ul","ewa","2",20,6,5,2,"0.492",74.76,31.4,0.836,0.175,4.777,0.002,79.3,19.4,4.1,0
"431","2021-10-04","ul5-3","2021-10-04_ul5-3",17,"ul","ewa","3",20,6,5,2,"0.361",73.81,31,0.817,0.181,4.515,0.003,79.4,20.5,3.9,0
"432","2021-10-04","ul5-4","2021-10-04_ul5-4",17,"ul","ewa","4",20,6,5,2,"0.497",74.76,31.4,0.795,0.118,6.734,0,87,15.2,5.7,0
"433","2021-10-05","hm2-1","2021-10-05_hm2-1",20,"hm","diamond","1",20,1,5,2,"0.923",63.65,26.73,1.094,0.184,5.951,0.001,52.6,9.9,5.3,0
"434","2021-10-05","hm2-2","2021-10-05_hm2-2",20,"hm","diamond","2",20,1,5,2,"0.49",66.42,27.9,0.619,0.071,8.68,0,96.4,13.3,7.3,0
"435","2021-10-05","hm2-3","2021-10-05_hm2-3",20,"hm","diamond","3",20,1,5,2,"0.863",67.24,28.24,0.917,0.066,13.976,0,68.7,5.6,12.2,0
"436","2021-10-05","hm2-4","2021-10-05_hm2-4",20,"hm","diamond","4",20,1,5,2,"0.73",99.22,41.67,0.718,0.144,4.983,0.002,109.2,26.6,4.1,0
"437","2021-10-05","ul2-1","2021-10-05_ul2-1",20,"ul","diamond","1",20,1,5,2,"0.407",58.14,24.42,0.793,0.251,3.159,0.016,60.2,21.6,2.8,0
"438","2021-10-05","ul2-2","2021-10-05_ul2-2",20,"ul","diamond","2",20,1,5,2,"0.521",54.44,22.86,1.08,0.602,1.795,0.116,40.3,24.4,1.7,0.1
"439","2021-10-05","ul2-3","2021-10-05_ul2-3",20,"ul","diamond","3",20,1,5,2,"0.663",72.96,30.64,0.852,0.144,5.933,0.001,77.4,15.2,5.1,0
"440","2021-10-05","ul2-4","2021-10-05_ul2-4",20,"ul","diamond","4",20,1,5,2,"0.582",74.39,31.24,0.909,0.206,4.42,0.003,71,18.5,3.8,0
"441","2021-10-05","hm3-1","2021-10-05_hm3-1",21,"hm","diamond","1",27,2,5,2,"0.585",53.34,22.4,0.71,0.074,9.567,0,69.8,8.4,8.3,0
"442","2021-10-05","hm3-2","2021-10-05_hm3-2",21,"hm","diamond","2",27,2,5,2,"0.59",58.12,24.41,0.666,0.114,5.836,0.001,72.8,14.4,5,0
"443","2021-10-05","hm3-3","2021-10-05_hm3-3",21,"hm","diamond","3",27,2,5,2,"0.647",40.74,17.11,1.047,0.106,9.915,0,37,4,9.2,0
"444","2021-10-05","hm3-4","2021-10-05_hm3-4",21,"hm","diamond","4",27,2,5,2,"0.62",66.42,27.9,0.729,0.138,5.282,0.001,76.1,16.7,4.5,0
"445","2021-10-05","ul3-1","2021-10-05_ul3-1",21,"ul","diamond","1",27,2,5,2,"0.455",54.15,22.74,1.507,2.203,0.684,0.516,27,41.2,0.7,0.5
"446","2021-10-05","ul3-2","2021-10-05_ul3-2",21,"ul","diamond","2",27,2,5,2,"0.394",69.54,29.21,1.063,0.437,2.435,0.045,52.9,24.3,2.2,0.1
"447","2021-10-05","ul3-3","2021-10-05_ul3-3",21,"ul","diamond","3",27,2,5,2,"0.412",60.13,25.25,1.061,0.398,2.663,0.032,47.5,19.7,2.4,0
"448","2021-10-05","ul3-4","2021-10-05_ul3-4",21,"ul","diamond","4",27,2,5,2,"0.761",78.09,32.8,0.916,0.168,5.44,0.001,76.7,16.4,4.7,0
"449","2021-10-05","hm4-1","2021-10-05_hm4-1",22,"hm","diamond","1",27,3,5,2,"0.749",49.14,20.64,0.968,0.166,5.842,0.001,45.6,8.6,5.3,0
"450","2021-10-05","hm4-2","2021-10-05_hm4-2",22,"hm","diamond","2",27,3,5,2,"0.807",73.8,31,0.678,0.084,8.071,0,97.5,14.4,6.7,0
"451","2021-10-05","hm4-3","2021-10-05_hm4-3",22,"hm","diamond","3",27,3,5,2,"0.905",56.72,23.82,1.15,0.284,4.044,0.005,44.4,12,3.7,0
"452","2021-10-05","hm4-4","2021-10-05_hm4-4",22,"hm","diamond","4",27,3,5,2,"0.756",78.54,32.99,0.852,0.078,10.906,0,86.8,9.4,9.2,0
"453","2021-10-05","ul4-1","2021-10-05_ul4-1",22,"ul","diamond","1",27,3,5,2,"0.392",51.87,21.79,1.072,0.624,1.717,0.13,38.9,24.5,1.6,0.2
"454","2021-10-05","ul4-2","2021-10-05_ul4-2",22,"ul","diamond","2",27,3,5,2,"0.382",59.28,24.9,1.012,0.368,2.748,0.029,48.6,19.6,2.5,0
"455","2021-10-05","ul4-3","2021-10-05_ul4-3",22,"ul","diamond","3",27,3,5,2,"0.478",79.8,33.52,0.802,0.063,12.633,0,94.4,8.9,10.6,0
"456","2021-10-05","ul4-4","2021-10-05_ul4-4",22,"ul","diamond","4",27,3,5,2,"0.646",84.84,35.63,0.814,0.107,7.595,0,96.1,15.1,6.4,0
"457","2021-10-05","hm5-1","2021-10-05_hm5-1",23,"hm","diamond","1",30,4,5,2,"0.346",86.1,36.16,0.497,0.048,10.286,0,155.2,19.4,8,0
"458","2021-10-05","hm5-2","2021-10-05_hm5-2",23,"hm","diamond","2",30,4,5,2,"0.41",45.92,19.29,0.6,0.097,6.22,0,68.5,12.6,5.4,0
"459","2021-10-05","hm5-3","2021-10-05_hm5-3",23,"hm","diamond","3",30,4,5,2,"0.407",113.98,47.87,0.565,0.022,26.123,0,199.3,10.4,19.1,0
"460","2021-10-05","hm5-4","2021-10-05_hm5-4",23,"hm","diamond","4",30,4,5,2,"0.343",77.9,32.72,0.545,0.052,10.453,0,129.5,15.4,8.4,0
"461","2021-10-05","ul5-1","2021-10-05_ul5-1",23,"ul","diamond","1",30,4,5,2,"0.395",69.83,29.33,1.019,0.374,2.722,0.03,56.5,23.3,2.4,0
"462","2021-10-05","ul5-2","2021-10-05_ul5-2",23,"ul","diamond","2",30,4,5,2,"0.408",79.38,33.34,0.795,0.111,7.184,0,91.7,15.2,6.1,0
"463","2021-10-05","ul5-3","2021-10-05_ul5-3",23,"ul","diamond","3",30,4,5,2,"0.541",75.18,31.58,0.848,0.13,6.536,0,81,14.5,5.6,0
"464","2021-10-05","ul5-4","2021-10-05_ul5-4",23,"ul","diamond","4",30,4,5,2,"0.557",66.69,28.01,1.007,0.404,2.491,0.042,54.1,24.3,2.2,0.1
"465","2021-10-05","hm6-1","2021-10-05_hm6-1",24,"hm","diamond","1",30,5,5,2,"0.464",53.3,22.39,0.57,0.076,7.498,0,81.8,12.8,6.4,0
"466","2021-10-05","hm6-2","2021-10-05_hm6-2",24,"hm","diamond","2",30,5,5,2,"0.349",66.42,27.9,0.39,0.029,13.462,0,157.4,15.1,10.4,0
"467","2021-10-05","hm6-3","2021-10-05_hm6-3",24,"hm","diamond","3",30,5,5,2,"0.308",60.68,25.49,0.599,0.035,17.095,0,100.1,7,14.2,0
"468","2021-10-05","hm6-4","2021-10-05_hm6-4",24,"hm","diamond","4",30,5,5,2,"0.225",82,34.44,0.441,0.021,21.189,0,179.5,11.3,15.9,0
"469","2021-10-05","ul6-1","2021-10-05_ul6-1",24,"ul","diamond","1",30,5,5,2,"0.414",51.3,21.55,1.276,0.822,1.552,0.165,33.4,22.9,1.5,0.2
"470","2021-10-05","ul6-2","2021-10-05_ul6-2",24,"ul","diamond","2",30,5,5,2,"0.447",49.3,20.71,1.301,1.197,1.087,0.313,30.1,29.3,1,0.3
"471","2021-10-05","ul6-3","2021-10-05_ul6-3",24,"ul","diamond","3",30,5,5,2,"0.478",66.97,28.13,0.908,0.223,4.077,0.005,64.5,18.1,3.6,0
"472","2021-10-05","ul6-4","2021-10-05_ul6-4",24,"ul","diamond","4",30,5,5,2,"0.532",68.4,28.73,0.924,0.246,3.756,0.007,63.7,19.3,3.3,0
"473","2021-10-05","hm1-1","2021-10-05_hm1-1",19,"hm","diamond","1",20,6,5,2,"0.951",110.04,46.22,0.861,0.079,10.846,0,123.2,14,8.8,0
"474","2021-10-05","hm1-2","2021-10-05_hm1-2",19,"hm","diamond","2",20,6,5,2,"0.877",57.76,24.26,1.104,0.407,2.712,0.03,45,18.2,2.5,0
"475","2021-10-05","hm1-3","2021-10-05_hm1-3",19,"hm","diamond","3",20,6,5,2,"0.929",113.16,47.53,0.829,0.079,10.425,0,131.1,15.7,8.4,0
"476","2021-10-05","hm1-4","2021-10-05_hm1-4",19,"hm","diamond","4",20,6,5,2,"0.553",83.64,35.13,0.754,0.062,12.248,0,103.9,10.2,10.2,0
"477","2021-10-05","ul1-1","2021-10-05_ul1-1",19,"ul","diamond","1",20,6,5,2,"0.361",59.56,25.02,1.082,0.582,1.86,0.105,43.2,25.4,1.7,0.1
"478","2021-10-05","ul1-2","2021-10-05_ul1-2",19,"ul","diamond","2",20,6,5,2,"0.401",66.69,28.01,0.823,0.128,6.415,0,73.1,13.2,5.5,0
"479","2021-10-05","ul1-3","2021-10-05_ul1-3",19,"ul","diamond","3",20,6,5,2,"0.543",87.36,36.69,0.794,0.143,5.575,0.001,97.7,21,4.7,0
"480","2021-10-05","ul1-4","2021-10-05_ul1-4",19,"ul","diamond","4",20,6,5,2,"0.934",89.04,37.4,0.796,0.075,10.677,0,105.7,12,8.8,0
"481","2021-10-08","hm4-1","2021-10-08_hm4-1",16,"hm","ewa","1",27,1,9,2,"0.537",54.6,22.93,0.807,0.134,6.026,0.001,60,11.3,5.3,0
"482","2021-10-08","hm4-2","2021-10-08_hm4-2",16,"hm","ewa","2",27,1,9,2,"0.594",63.96,26.86,0.546,0.084,6.52,0,97.9,18,5.4,0
"483","2021-10-08","hm4-3","2021-10-08_hm4-3",16,"hm","ewa","3",27,1,9,2,"0.596",49.2,20.66,0.646,0.263,2.453,0.044,54.1,24.7,2.2,0.1
"484","2021-10-08","hm4-4","2021-10-08_hm4-4",16,"hm","ewa","4",27,1,9,2,"0.422",55.76,23.42,0.746,0.29,2.569,0.037,58.1,25.6,2.3,0.1
"485","2021-10-08","ul4-1","2021-10-08_ul4-1",16,"ul","ewa","1",27,1,9,2,"0.347",58.14,24.42,1.257,0.788,1.595,0.155,37.2,25.1,1.5,0.2
"486","2021-10-08","ul4-2","2021-10-08_ul4-2",16,"ul","ewa","2",27,1,9,2,"0.26",59.85,25.14,0.977,0.283,3.457,0.011,52.1,16.8,3.1,0
"487","2021-10-08","ul4-3","2021-10-08_ul4-3",16,"ul","ewa","3",27,1,9,2,"0.365",59.56,25.02,1.015,0.348,2.92,0.022,49.5,18.8,2.6,0
"488","2021-10-08","ul4-4","2021-10-08_ul4-4",16,"ul","ewa","4",27,1,9,2,"0.384",67.83,28.49,0.842,0.163,5.166,0.001,71.7,16,4.5,0
"489","2021-10-08","hm5-1","2021-10-08_hm5-1",17,"hm","ewa","1",20,2,9,2,"0.746",68.06,28.59,0.72,0.155,4.653,0.002,76.3,19.1,4,0
"490","2021-10-08","hm5-2","2021-10-08_hm5-2",17,"hm","ewa","2",20,2,9,2,"0.688",60.68,25.49,0.702,0.1,7.037,0,78.9,13.1,6,0
"491","2021-10-08","hm5-3","2021-10-08_hm5-3",17,"hm","ewa","3",20,2,9,2,"0.658",74.62,31.34,0.488,0.158,3.079,0.018,106.2,41.7,2.5,0
"492","2021-10-08","hm5-4","2021-10-08_hm5-4",17,"hm","ewa","4",20,2,9,2,"0.541",66.97,28.13,0.741,0.128,5.795,0.001,79.7,16.1,5,0
"493","2021-10-08","ul5-1","2021-10-08_ul5-1",17,"ul","ewa","1",20,2,9,2,"0.338",48.07,20.19,1.439,2.134,0.674,0.522,25.6,39.6,0.6,0.5
"494","2021-10-08","ul5-2","2021-10-08_ul5-2",17,"ul","ewa","2",20,2,9,2,"0.507",57,23.94,0.95,0.359,2.648,0.033,49.4,20.7,2.4,0
"495","2021-10-08","ul5-3","2021-10-08_ul5-3",17,"ul","ewa","3",20,2,9,2,"0.553",64.12,26.93,0.866,0.233,3.72,0.007,63.9,19.6,3.3,0
"496","2021-10-08","ul5-4","2021-10-08_ul5-4",17,"ul","ewa","4",20,2,9,2,"0.993",80.22,33.69,0.873,0.162,5.377,0.001,82.1,17.9,4.6,0
"497","2021-10-08","hm6-1","2021-10-08_hm6-1",18,"hm","ewa","1",20,3,9,2,"0.817",71.82,30.16,0.835,0.111,7.535,0,78.3,12.1,6.5,0
"498","2021-10-08","hm6-2","2021-10-08_hm6-2",18,"hm","ewa","2",20,3,9,2,"0.443",64.78,27.21,0.696,0.142,4.911,0.002,78.5,18.6,4.2,0
"499","2021-10-08","hm6-3","2021-10-08_hm6-3",18,"hm","ewa","3",20,3,9,2,"0.617",53.2,22.34,0.822,0.194,4.236,0.004,58,15.4,3.8,0
"500","2021-10-08","hm6-4","2021-10-08_hm6-4",18,"hm","ewa","4",20,3,9,2,"0.749",63.55,26.69,0.923,0.206,4.481,0.003,61.8,15.7,3.9,0
"501","2021-10-08","ul6-1","2021-10-08_ul6-1",18,"ul","ewa","1",20,3,9,2,"0.376",65.27,27.41,0.922,0.225,4.105,0.005,61.5,17,3.6,0
"502","2021-10-08","ul6-2","2021-10-08_ul6-2",18,"ul","ewa","2",20,3,9,2,"0.469",75.53,31.72,0.837,0.137,6.115,0,82.1,15.7,5.2,0
"503","2021-10-08","ul6-3","2021-10-08_ul6-3",18,"ul","ewa","3",20,3,9,2,"0.497",69.25,29.08,0.88,0.176,4.999,0.002,70.2,16.2,4.3,0
"504","2021-10-08","ul6-4","2021-10-08_ul6-4",18,"ul","ewa","4",20,3,9,2,"0.623",70.68,29.69,0.805,0.148,5.425,0.001,79.3,17.1,4.6,0
"505","2021-10-08","hm1-1","2021-10-08_hm1-1",13,"hm","ewa","1",30,4,9,2,"0.552",59.86,25.14,0.501,0.06,8.37,0,105.7,15.3,6.9,0
"506","2021-10-08","hm1-2","2021-10-08_hm1-2",13,"hm","ewa","2",30,4,9,2,"0.732",50.02,21.01,0.739,0.151,4.891,0.002,57.6,13.3,4.3,0
"507","2021-10-08","hm1-3","2021-10-08_hm1-3",13,"hm","ewa","3",30,4,9,2,"0.645",55.76,23.42,0.753,0.133,5.665,0.001,62.7,12.6,5,0
"508","2021-10-08","hm1-4","2021-10-08_hm1-4",13,"hm","ewa","4",30,4,9,2,"0.674",70.52,29.62,0.906,0.368,2.462,0.043,56,25.6,2.2,0.1
"509","2021-10-08","ul1-1","2021-10-08_ul1-1",13,"ul","ewa","1",30,4,9,2,"0.277",47.69,20.03,2.071,5.899,0.351,0.736,18.1,52.5,0.3,0.7
"510","2021-10-08","ul1-2","2021-10-08_ul1-2",13,"ul","ewa","2",30,4,9,2,"0.396",36.1,15.16,3.737,918.259,0.004,0.997,7.6,1861.4,0,1
"511","2021-10-08","ul1-3","2021-10-08_ul1-3",13,"ul","ewa","3",30,4,9,2,"0.514",68.69,28.85,0.981,0.343,2.86,0.024,57.5,22.7,2.5,0
"512","2021-10-08","ul1-4","2021-10-08_ul1-4",13,"ul","ewa","4",30,4,9,2,"0.417",55.58,23.34,0.82,0.305,2.686,0.031,55.4,23.2,2.4,0
"513","2021-10-08","hm2-1","2021-10-08_hm2-1",14,"hm","ewa","1",30,5,9,2,"0.598",54.12,22.73,0.814,0.126,6.461,0,61.4,10.8,5.7,0
"514","2021-10-08","hm2-2","2021-10-08_hm2-2",14,"hm","ewa","2",30,5,9,2,"0.606",53.13,22.31,0.691,0.032,21.437,0,74.2,4,18.5,0
"515","2021-10-08","hm2-3","2021-10-08_hm2-3",14,"hm","ewa","3",30,5,9,2,"0.743",52.48,22.04,0.806,0.191,4.211,0.004,52,13.8,3.8,0
"516","2021-10-08","hm2-4","2021-10-08_hm2-4",14,"hm","ewa","4",30,5,9,2,"0.638",75.44,31.68,0.874,0.407,2.148,0.069,56.9,29.8,1.9,0.1
"517","2021-10-08","ul2-1","2021-10-08_ul2-1",14,"ul","ewa","1",30,5,9,2,"0.145",23.04,9.68,2.285,4859.224,0,1,6.4,13651.1,0,1
