"","Date","Specimen.ID","uid","Plant.ID","Species","Lanai.Side","Treatment","Temp...C.","RLC.Order","RLC.Day","Run","deltaNPQ","rETRmax","ETRmax","alpha.1","alpha.2","alpha.3","alpha.4","ek.1","ek.2","ek.3","ek.4"
"352","2021-10-01","ul2-4","2021-10-01_ul2-4",20,"ul","diamond","4",20,2,1,2,"0.291",46.93,19.71,0.754,0.05,14.972,0,62.5,5,12.4,0
"353","2021-10-01","hm3-1","2021-10-01_hm3-1",21,"hm","diamond","1",27,3,1,2,"0.444",58.38,24.52,0.534,0.031,17.103,0,97.6,7.8,12.6,0
"354","2021-10-01","hm3-2","2021-10-01_hm3-2",21,"hm","diamond","2",27,3,1,2,"0.534",77.08,32.37,0.586,0.022,26.272,0,113.5,6.1,18.5,0
"355","2021-10-01","hm3-3","2021-10-01_hm3-3",21,"hm","diamond","3",27,3,1,2,"0.354",66.42,27.9,0.567,0.021,27.182,0,102.3,5.2,19.7,0
"356","2021-10-01","hm3-4","2021-10-01_hm3-4",21,"hm","diamond","4",27,3,1,2,"0.311",92.66,38.92,0.524,0.021,25.405,0,130.5,0,10352,0
"357","2021-10-01","ul3-1","2021-10-01_ul3-1",21,"ul","diamond","1",27,3,1,2,"0.392",60.7,25.49,0.756,0.038,19.761,0,75.8,4.9,15.6,0
"358","2021-10-01","ul3-2","2021-10-01_ul3-2",21,"ul","diamond","2",27,3,1,2,"0.391",65.94,27.69,0.751,0.044,17.127,0,79.1,5.9,13.3,0
"359","2021-10-01","ul3-3","2021-10-01_ul3-3",21,"ul","diamond","3",27,3,1,2,"0.434",63.84,26.81,0.733,0.051,14.281,0,77.6,6.9,11.2,0
"360","2021-10-01","ul3-4","2021-10-01_ul3-4",21,"ul","diamond","4",27,3,1,2,"0.407",54.15,22.74,0.718,0.021,33.921,0,69.1,0,8826.1,0
"361","2021-10-01","hm4-1","2021-10-01_hm4-1",22,"hm","diamond","1",27,4,1,2,"0.757",49.98,20.99,0.655,0.022,30.365,0,81.2,0,8844,0
"362","2021-10-01","hm4-2","2021-10-01_hm4-2",22,"hm","diamond","2",27,4,1,2,"0.61",64.78,27.21,0.646,0.016,39.884,0,78.4,2.5,31.2,0
"363","2021-10-01","hm4-3","2021-10-01_hm4-3",22,"hm","diamond","3",27,4,1,2,"0.812",74.62,31.34,0.682,0.031,21.895,0,95.4,5.9,16.2,0
"364","2021-10-01","hm4-4","2021-10-01_hm4-4",22,"hm","diamond","4",27,4,1,2,"0.695",50.02,21.01,0.663,0.027,24.853,0,72.3,3.6,19.8,0
"365","2021-10-01","ul4-1","2021-10-01_ul4-1",22,"ul","diamond","1",27,4,1,2,"0.358",61.84,25.97,0.757,0.032,23.734,0,76.3,4.1,18.7,0
"366","2021-10-01","ul4-2","2021-10-01_ul4-2",22,"ul","diamond","2",27,4,1,2,"0.361",65.55,27.53,0.793,0.025,31.258,0,81.8,3.4,24.1,0
"367","2021-10-01","ul4-3","2021-10-01_ul4-3",22,"ul","diamond","3",27,4,1,2,"0.317",67.55,28.37,0.783,0.025,30.875,0,82.4,3.5,23.8,0
"368","2021-10-01","ul4-4","2021-10-01_ul4-4",22,"ul","diamond","4",27,4,1,2,"0.366",83.58,35.1,0.78,0.032,24.066,0,100.7,5.7,17.5,0
"369","2021-10-01","hm5-1","2021-10-01_hm5-1",23,"hm","diamond","1",30,5,1,2,"0.533",54.94,23.07,0.64,0.026,24.536,0,82.6,4.4,18.9,0
"370","2021-10-01","hm5-2","2021-10-01_hm5-2",23,"hm","diamond","2",30,5,1,2,"0.357",73.8,31,0.621,0.023,27.469,0,104.1,5.2,19.8,0
"371","2021-10-01","hm5-3","2021-10-01_hm5-3",23,"hm","diamond","3",30,5,1,2,"0.558",59.86,25.14,0.659,0.009,75.599,0,83.6,1.4,58,0
"372","2021-10-01","hm5-4","2021-10-01_hm5-4",23,"hm","diamond","4",30,5,1,2,"0.35",66.42,27.9,0.592,0.011,52.008,0,88.3,0,16067.2,0
"373","2021-10-01","ul5-1","2021-10-01_ul5-1",23,"ul","diamond","1",30,5,1,2,"0.246",65.27,27.41,0.754,0.023,32.527,0,78.3,0,9235.7,0
"374","2021-10-01","ul5-2","2021-10-01_ul5-2",23,"ul","diamond","2",30,5,1,2,"0.442",86.52,36.34,0.757,0.029,26.236,0,99.4,0,8806,0
"375","2021-10-01","ul5-3","2021-10-01_ul5-3",23,"ul","diamond","3",30,5,1,2,"0.413",71.82,30.16,0.756,0.051,14.96,0,83,7.2,11.5,0
"376","2021-10-01","ul5-4","2021-10-01_ul5-4",23,"ul","diamond","4",30,5,1,2,"0.367",52.25,21.94,0.782,0.051,15.479,0,68.1,5.4,12.6,0
"377","2021-10-01","hm6-1","2021-10-01_hm6-1",24,"hm","diamond","1",30,6,1,2,"0.299",66.42,27.9,0.54,0.022,24.894,0,71.1,0,6611.5,0
"378","2021-10-01","hm6-2","2021-10-01_hm6-2",24,"hm","diamond","2",30,6,1,2,"0.381",67.24,28.24,0.551,0.055,9.99,0,72.8,9.1,8,0
"379","2021-10-01","hm6-3","2021-10-01_hm6-3",24,"hm","diamond","3",30,6,1,2,"0.358",80.36,33.75,0.562,0.036,15.726,0,89.9,7.6,11.8,0
"380","2021-10-01","hm6-4","2021-10-01_hm6-4",24,"hm","diamond","4",30,6,1,2,"0.425",75.44,31.68,0.56,0.016,34.796,0,92.5,0,11104,0
"381","2021-10-01","ul6-1","2021-10-01_ul6-1",24,"ul","diamond","1",30,6,1,2,"0.442",56.72,23.82,0.755,0.019,38.867,0,70.7,0,10285.2,0
"382","2021-10-01","ul6-2","2021-10-01_ul6-2",24,"ul","diamond","2",30,6,1,2,"0.346",56.43,23.7,0.741,0.042,17.757,0,71.3,5,14.2,0
"383","2021-10-01","ul6-3","2021-10-01_ul6-3",24,"ul","diamond","3",30,6,1,2,"0.365",52.73,22.15,0.771,0.022,34.38,0,66.3,2.4,28.1,0
"384","2021-10-01","ul6-4","2021-10-01_ul6-4",24,"ul","diamond","4",30,6,1,2,"0.38",66.12,27.77,0.774,0.033,23.489,0,79.2,4.3,18.3,0
"385","2021-10-04","hm6-1","2021-10-04_hm6-1",18,"hm","ewa","1",20,1,5,2,"0.885",100.04,42.02,0.701,0.017,40.36,0,132.2,0,16599.3,0
"386","2021-10-04","hm6-2","2021-10-04_hm6-2",18,"hm","ewa","2",20,1,5,2,"0.944",91.84,38.57,0.718,0.034,21.386,0,143.9,0,9355,0
"387","2021-10-04","hm6-3","2021-10-04_hm6-3",18,"hm","ewa","3",20,1,5,2,"0.941",77.08,32.37,0.686,0.035,19.482,0,135.7,0,8165.1,0
"388","2021-10-04","hm6-4","2021-10-04_hm6-4",18,"hm","ewa","4",20,1,5,2,"0.872",62.13,26.09,0.702,0.071,9.86,0,109.1,15.5,7,0
"389","2021-10-04","ul6-1","2021-10-04_ul6-1",18,"ul","ewa","1",20,1,5,2,"0.383",68.4,28.73,0.733,0.035,20.742,0,89.4,5.7,15.6,0
"390","2021-10-04","ul6-2","2021-10-04_ul6-2",18,"ul","ewa","2",20,1,5,2,"0.428",67.26,28.25,0.769,0.04,19.068,0,80.7,5.5,14.8,0
"391","2021-10-04","ul6-3","2021-10-04_ul6-3",18,"ul","ewa","3",20,1,5,2,"0.521",69.25,29.08,0.773,0.035,22.261,0,88,5.2,16.8,0
"392","2021-10-04","ul6-4","2021-10-04_ul6-4",18,"ul","ewa","4",20,1,5,2,"0.889",71.25,29.92,0.76,0.041,18.322,0,90.2,6.5,13.8,0
"393","2021-10-04","hm1-1","2021-10-04_hm1-1",13,"hm","ewa","1",30,2,5,2,"0.531",60.68,25.49,0.648,0.03,21.647,0,63.5,3.5,17.9,0
"394","2021-10-04","hm1-2","2021-10-04_hm1-2",13,"hm","ewa","2",30,2,5,2,"0.652",48.38,20.32,0.656,0.057,11.586,0,60.9,6.3,9.7,0
"395","2021-10-04","hm1-3","2021-10-04_hm1-3",13,"hm","ewa","3",30,2,5,2,"0.858",59.86,25.14,0.664,0.028,23.738,0,84.5,0,7109.9,0
"396","2021-10-04","hm1-4","2021-10-04_hm1-4",13,"hm","ewa","4",30,2,5,2,"0.364",64.78,27.21,0.543,0.044,12.436,0,98.4,10.8,9.1,0
"397","2021-10-04","ul1-1","2021-10-04_ul1-1",13,"ul","ewa","1",30,2,5,2,"0.434",66.41,27.89,0.8,0.032,24.923,0,79.5,4.1,19.4,0
"398","2021-10-04","ul1-2","2021-10-04_ul1-2",13,"ul","ewa","2",30,2,5,2,"0.451",58.99,24.78,0.811,0.04,20.023,0,72.9,4.6,15.9,0
"399","2021-10-04","ul1-3","2021-10-04_ul1-3",13,"ul","ewa","3",30,2,5,2,"0.547",83.58,35.1,0.789,0.038,20.584,0,98.5,6.5,15.1,0
"400","2021-10-04","ul1-4","2021-10-04_ul1-4",13,"ul","ewa","4",30,2,5,2,"0.51",55.58,23.34,0.75,0.041,18.143,0,71.4,4.9,14.5,0
"401","2021-10-04","hm2-1","2021-10-04_hm2-1",14,"hm","ewa","1",30,3,5,2,"0.664",69.7,29.27,0.672,0.021,31.424,0,92.3,3.9,23.5,0
"402","2021-10-04","hm2-2","2021-10-04_hm2-2",14,"hm","ewa","2",30,3,5,2,"0.424",46.74,19.63,0.585,0.032,18.175,0,61.4,4.1,15.1,0
"403","2021-10-04","hm2-3","2021-10-04_hm2-3",14,"hm","ewa","3",30,3,5,2,"0.754",61.5,25.83,0.671,0.059,11.304,0,71.2,7.9,9.1,0
"404","2021-10-04","hm2-4","2021-10-04_hm2-4",14,"hm","ewa","4",30,3,5,2,"0.376",58.22,24.45,0.553,0.039,14.077,0,115.1,11.6,9.9,0
"405","2021-10-04","ul2-1","2021-10-04_ul2-1",14,"ul","ewa","1",30,3,5,2,"0.314",43.13,18.11,0.774,0.072,10.778,0,57.7,6.3,9.1,0
"406","2021-10-04","ul2-2","2021-10-04_ul2-2",14,"ul","ewa","2",30,3,5,2,"0.436",76.95,32.32,0.797,0.029,27.654,0,92.6,4.5,20.6,0
"407","2021-10-04","ul2-3","2021-10-04_ul2-3",14,"ul","ewa","3",30,3,5,2,"0.388",90.3,37.93,0.776,0.036,21.73,0,104.7,6.7,15.7,0
"408","2021-10-04","ul2-4","2021-10-04_ul2-4",14,"ul","ewa","4",30,3,5,2,"0.553",69.25,29.08,0.763,0.026,28.838,0,81.5,0,8419.4,0
"409","2021-10-04","hm3-1","2021-10-04_hm3-1",15,"hm","ewa","1",27,4,5,2,"0.769",75.44,31.68,0.655,0.012,54.787,0,104.3,0,19031.2,0
"410","2021-10-04","hm3-2","2021-10-04_hm3-2",15,"hm","ewa","2",27,4,5,2,"0.622",63.96,26.86,0.612,0.025,24.856,0,86.3,4.6,18.9,0
"411","2021-10-04","hm3-3","2021-10-04_hm3-3",15,"hm","ewa","3",27,4,5,2,"0.838",69.7,29.27,0.674,0.054,12.447,0,104,11.6,9,0
"412","2021-10-04","hm3-4","2021-10-04_hm3-4",15,"hm","ewa","4",27,4,5,2,"0.485",73.08,30.69,0.597,0.015,38.769,0,118.7,4.4,27,0
"413","2021-10-04","ul3-1","2021-10-04_ul3-1",15,"ul","ewa","1",27,4,5,2,"0.446",49.02,20.59,0.785,0.063,12.53,0,63.7,6.2,10.3,0
"414","2021-10-04","ul3-2","2021-10-04_ul3-2",15,"ul","ewa","2",27,4,5,2,"0.426",62.7,26.33,0.786,0.045,17.365,0,77.5,5.7,13.6,0
"415","2021-10-04","ul3-3","2021-10-04_ul3-3",15,"ul","ewa","3",27,4,5,2,"0.425",103.32,43.39,0.742,0.049,15.205,0,125.6,12,10.4,0
"416","2021-10-04","ul3-4","2021-10-04_ul3-4",15,"ul","ewa","4",27,4,5,2,"0.539",68.11,28.61,0.746,0.04,18.673,0,87,6.1,14.2,0
"417","2021-10-04","hm4-1","2021-10-04_hm4-1",16,"hm","ewa","1",27,5,5,2,"0.548",61.5,25.83,0.641,0.033,19.157,0,85.2,5.8,14.6,0
"418","2021-10-04","hm4-2","2021-10-04_hm4-2",16,"hm","ewa","2",27,5,5,2,"0.681",55.76,23.42,0.669,0.03,22.599,0,73.2,4.1,18,0
"419","2021-10-04","hm4-3","2021-10-04_hm4-3",16,"hm","ewa","3",27,5,5,2,"0.672",61.32,25.75,0.63,0.034,18.716,0,93.7,6.7,13.9,0
"420","2021-10-04","hm4-4","2021-10-04_hm4-4",16,"hm","ewa","4",27,5,5,2,"0.339",86.92,36.51,0.529,0.015,35.596,0,169.3,7.5,22.5,0
"421","2021-10-04","ul4-1","2021-10-04_ul4-1",16,"ul","ewa","1",27,5,5,2,"0.345",60.99,25.62,0.816,0.045,18.036,0,76.2,5.4,14.2,0
"422","2021-10-04","ul4-2","2021-10-04_ul4-2",16,"ul","ewa","2",27,5,5,2,"0.518",65.84,27.65,0.791,0.041,19.433,0,79.3,5.2,15.1,0
"423","2021-10-04","ul4-3","2021-10-04_ul4-3",16,"ul","ewa","3",27,5,5,2,"0.477",68.11,28.61,0.764,0.034,22.479,0,85.7,5,17.1,0
"424","2021-10-04","ul4-4","2021-10-04_ul4-4",16,"ul","ewa","4",27,5,5,2,"0.367",84.84,35.63,0.745,0.034,21.911,0,116.1,7.6,15.4,0
"425","2021-10-04","hm5-1","2021-10-04_hm5-1",17,"hm","ewa","1",20,6,5,2,"0.871",81.18,34.1,0.668,0.03,21.998,0,141.9,9.7,14.6,0
"426","2021-10-04","hm5-2","2021-10-04_hm5-2",17,"hm","ewa","2",20,6,5,2,"0.552",72.98,30.65,0.589,0.022,27.206,0,100.4,5.1,19.9,0
"427","2021-10-04","hm5-3","2021-10-04_hm5-3",17,"hm","ewa","3",20,6,5,2,"0.676",92.66,38.92,0.608,0.018,33.27,0,156.6,7.3,21.5,0
"428","2021-10-04","hm5-4","2021-10-04_hm5-4",17,"hm","ewa","4",20,6,5,2,"0.58",72.67,30.52,0.603,0.026,23.619,0,126.3,7.8,16.2,0
"429","2021-10-04","ul5-1","2021-10-04_ul5-1",17,"ul","ewa","1",20,6,5,2,"0.439",53.87,22.63,0.754,0.051,14.703,0,70,5.9,11.8,0
"430","2021-10-04","ul5-2","2021-10-04_ul5-2",17,"ul","ewa","2",20,6,5,2,"0.492",74.76,31.4,0.762,0.046,16.707,0,91.9,7.4,12.5,0
"431","2021-10-04","ul5-3","2021-10-04_ul5-3",17,"ul","ewa","3",20,6,5,2,"0.361",73.81,31,0.715,0.026,27.945,0,98.6,0,9327.6,0
"432","2021-10-04","ul5-4","2021-10-04_ul5-4",17,"ul","ewa","4",20,6,5,2,"0.497",74.76,31.4,0.713,0.035,20.525,0,103.9,7,14.8,0
"433","2021-10-05","hm2-1","2021-10-05_hm2-1",20,"hm","diamond","1",20,1,5,2,"0.923",63.65,26.73,0.703,0.059,12,0,107.2,12.5,8.6,0
"434","2021-10-05","hm2-2","2021-10-05_hm2-2",20,"hm","diamond","2",20,1,5,2,"0.49",66.42,27.9,0.633,0.019,33.324,0,93.3,3.8,24.8,0
"435","2021-10-05","hm2-3","2021-10-05_hm2-3",20,"hm","diamond","3",20,1,5,2,"0.863",67.24,28.24,0.679,0.051,13.193,0,112.8,12.1,9.3,0
"436","2021-10-05","hm2-4","2021-10-05_hm2-4",20,"hm","diamond","4",20,1,5,2,"0.73",99.22,41.67,0.677,0.034,20.205,0,122.1,8.7,14,0
"437","2021-10-05","ul2-1","2021-10-05_ul2-1",20,"ul","diamond","1",20,1,5,2,"0.407",58.14,24.42,0.7,0.048,14.645,0,74,6.4,11.6,0
"438","2021-10-05","ul2-2","2021-10-05_ul2-2",20,"ul","diamond","2",20,1,5,2,"0.521",54.44,22.86,0.763,0.044,17.466,0,69.5,4.9,14.1,0
"439","2021-10-05","ul2-3","2021-10-05_ul2-3",20,"ul","diamond","3",20,1,5,2,"0.663",72.96,30.64,0.762,0.038,19.798,0,92.5,6.3,14.8,0
"440","2021-10-05","ul2-4","2021-10-05_ul2-4",20,"ul","diamond","4",20,1,5,2,"0.582",74.39,31.24,0.783,0.03,26.345,0,91.4,4.6,19.7,0
"441","2021-10-05","hm3-1","2021-10-05_hm3-1",21,"hm","diamond","1",27,2,5,2,"0.585",53.34,22.4,0.65,0.025,26.437,0,81,4,20.5,0
"442","2021-10-05","hm3-2","2021-10-05_hm3-2",21,"hm","diamond","2",27,2,5,2,"0.59",58.12,24.41,0.627,0.026,24.127,0,80.5,4.3,18.7,0
"443","2021-10-05","hm3-3","2021-10-05_hm3-3",21,"hm","diamond","3",27,2,5,2,"0.647",40.74,17.11,0.63,0.065,9.679,0,76,10,7.6,0
"444","2021-10-05","hm3-4","2021-10-05_hm3-4",21,"hm","diamond","4",27,2,5,2,"0.62",66.42,27.9,0.614,0.041,14.855,0,101.4,9.4,10.8,0
"445","2021-10-05","ul3-1","2021-10-05_ul3-1",21,"ul","diamond","1",27,2,5,2,"0.455",54.15,22.74,0.788,0.059,13.252,0,69.8,6.5,10.7,0
"446","2021-10-05","ul3-2","2021-10-05_ul3-2",21,"ul","diamond","2",27,2,5,2,"0.394",69.54,29.21,0.794,0.041,19.485,0,86.1,5.8,14.8,0
"447","2021-10-05","ul3-3","2021-10-05_ul3-3",21,"ul","diamond","3",27,2,5,2,"0.412",60.13,25.25,0.781,0.035,22.549,0,77.5,4.4,17.7,0
"448","2021-10-05","ul3-4","2021-10-05_ul3-4",21,"ul","diamond","4",27,2,5,2,"0.761",78.09,32.8,0.778,0.035,22.152,0,100.7,6.2,16.2,0
"449","2021-10-05","hm4-1","2021-10-05_hm4-1",22,"hm","diamond","1",27,3,5,2,"0.749",49.14,20.64,0.671,0.064,10.407,0,79.3,9.8,8.1,0
"450","2021-10-05","hm4-2","2021-10-05_hm4-2",22,"hm","diamond","2",27,3,5,2,"0.807",73.8,31,0.628,0.017,36.497,0,112.4,0,13366.5,0
"451","2021-10-05","hm4-3","2021-10-05_hm4-3",22,"hm","diamond","3",27,3,5,2,"0.905",56.72,23.82,0.698,0.07,9.907,0,95.6,13,7.3,0
"452","2021-10-05","hm4-4","2021-10-05_hm4-4",22,"hm","diamond","4",27,3,5,2,"0.756",78.54,32.99,0.661,0.047,13.992,0,136.1,14.5,9.4,0
"453","2021-10-05","ul4-1","2021-10-05_ul4-1",22,"ul","diamond","1",27,3,5,2,"0.392",51.87,21.79,0.749,0.041,18.373,0,67.8,4.5,14.9,0
"454","2021-10-05","ul4-2","2021-10-05_ul4-2",22,"ul","diamond","2",27,3,5,2,"0.382",59.28,24.9,0.798,0.033,24.014,0,71.2,3.7,19.2,0
"455","2021-10-05","ul4-3","2021-10-05_ul4-3",22,"ul","diamond","3",27,3,5,2,"0.478",79.8,33.52,0.79,0.02,39.529,0,96.1,3.3,29.2,0
"456","2021-10-05","ul4-4","2021-10-05_ul4-4",22,"ul","diamond","4",27,3,5,2,"0.646",84.84,35.63,0.778,0.041,18.866,0,102.1,7.5,13.7,0
"457","2021-10-05","hm5-1","2021-10-05_hm5-1",23,"hm","diamond","1",30,4,5,2,"0.346",86.1,36.16,0.584,0.013,46.185,0,117.5,3.6,32.3,0
"458","2021-10-05","hm5-2","2021-10-05_hm5-2",23,"hm","diamond","2",30,4,5,2,"0.41",45.92,19.29,0.619,0.022,28.347,0,65.7,2.8,23.2,0
"459","2021-10-05","hm5-3","2021-10-05_hm5-3",23,"hm","diamond","3",30,4,5,2,"0.407",113.98,47.87,0.635,0.015,43.17,0,158.4,5.7,27.8,0
"460","2021-10-05","hm5-4","2021-10-05_hm5-4",23,"hm","diamond","4",30,4,5,2,"0.343",77.9,32.72,0.604,0.017,36,0,108.4,4.2,25.7,0
"461","2021-10-05","ul5-1","2021-10-05_ul5-1",23,"ul","diamond","1",30,4,5,2,"0.395",69.83,29.33,0.795,0.04,20.046,0,85.6,5.6,15.3,0
"462","2021-10-05","ul5-2","2021-10-05_ul5-2",23,"ul","diamond","2",30,4,5,2,"0.408",79.38,33.34,0.773,0.039,19.594,0,94.8,6.5,14.5,0
"463","2021-10-05","ul5-3","2021-10-05_ul5-3",23,"ul","diamond","3",30,4,5,2,"0.541",75.18,31.58,0.783,0.017,47.096,0,92.2,0,14996.9,0
"464","2021-10-05","ul5-4","2021-10-05_ul5-4",23,"ul","diamond","4",30,4,5,2,"0.557",66.69,28.01,0.788,0.051,15.447,0,81.5,6.8,11.9,0
"465","2021-10-05","hm6-1","2021-10-05_hm6-1",24,"hm","diamond","1",30,5,5,2,"0.464",53.3,22.39,0.611,0.02,31.093,0,73.6,3,24.7,0
"466","2021-10-05","hm6-2","2021-10-05_hm6-2",24,"hm","diamond","2",30,5,5,2,"0.349",66.42,27.9,0.567,0.05,11.429,0,78.2,8.8,8.9,0
"467","2021-10-05","hm6-3","2021-10-05_hm6-3",24,"hm","diamond","3",30,5,5,2,"0.308",60.68,25.49,0.603,0.015,41.074,0,98.1,3.3,30.2,0
"468","2021-10-05","hm6-4","2021-10-05_hm6-4",24,"hm","diamond","4",30,5,5,2,"0.225",82,34.44,0.535,0.027,20.157,0,122.2,8.8,13.9,0
"469","2021-10-05","ul6-1","2021-10-05_ul6-1",24,"ul","diamond","1",30,5,5,2,"0.414",51.3,21.55,0.797,0.045,17.882,0,66.8,4.6,14.6,0
"470","2021-10-05","ul6-2","2021-10-05_ul6-2",24,"ul","diamond","2",30,5,5,2,"0.447",49.3,20.71,0.768,0.049,15.776,0,65.2,5,12.9,0
"471","2021-10-05","ul6-3","2021-10-05_ul6-3",24,"ul","diamond","3",30,5,5,2,"0.478",66.97,28.13,0.76,0.032,23.609,0,86.8,4.8,17.9,0
"472","2021-10-05","ul6-4","2021-10-05_ul6-4",24,"ul","diamond","4",30,5,5,2,"0.532",68.4,28.73,0.767,0.036,21.22,0,86.9,5.4,16.1,0
"473","2021-10-05","hm1-1","2021-10-05_hm1-1",19,"hm","diamond","1",20,6,5,2,"0.951",110.04,46.22,0.691,0.022,31.993,0,186.2,0,16917.2,0
"474","2021-10-05","hm1-2","2021-10-05_hm1-2",19,"hm","diamond","2",20,6,5,2,"0.877",57.76,24.26,0.681,0.057,11.897,0,95.7,10.9,8.8,0
"475","2021-10-05","hm1-3","2021-10-05_hm1-3",19,"hm","diamond","3",20,6,5,2,"0.929",113.16,47.53,0.671,0.02,33.57,0,194.9,0,18365.9,0
"476","2021-10-05","hm1-4","2021-10-05_hm1-4",19,"hm","diamond","4",20,6,5,2,"0.553",83.64,35.13,0.613,0.033,18.314,0,151.2,12.7,11.9,0
"477","2021-10-05","ul1-1","2021-10-05_ul1-1",19,"ul","diamond","1",20,6,5,2,"0.361",59.56,25.02,0.755,0.043,17.463,0,77.1,5.6,13.7,0
"478","2021-10-05","ul1-2","2021-10-05_ul1-2",19,"ul","diamond","2",20,6,5,2,"0.401",66.69,28.01,0.739,0.025,29.232,0,87.1,3.9,22.2,0
"479","2021-10-05","ul1-3","2021-10-05_ul1-3",19,"ul","diamond","3",20,6,5,2,"0.543",87.36,36.69,0.741,0.027,26.999,0,107.9,0,9602.6,0
"480","2021-10-05","ul1-4","2021-10-05_ul1-4",19,"ul","diamond","4",20,6,5,2,"0.934",89.04,37.4,0.745,0.028,26.2,0,116.9,6.4,18.3,0
"481","2021-10-08","hm4-1","2021-10-08_hm4-1",16,"hm","ewa","1",27,1,9,2,"0.537",54.6,22.93,0.638,0.032,20.019,0,88.1,5.8,15.1,0
"482","2021-10-08","hm4-2","2021-10-08_hm4-2",16,"hm","ewa","2",27,1,9,2,"0.594",63.96,26.86,0.612,0.02,31.107,0,80.7,3.3,24.1,0
"483","2021-10-08","hm4-3","2021-10-08_hm4-3",16,"hm","ewa","3",27,1,9,2,"0.596",49.2,20.66,0.628,0.057,10.955,0,56.2,6,9.3,0
"484","2021-10-08","hm4-4","2021-10-08_hm4-4",16,"hm","ewa","4",27,1,9,2,"0.422",55.76,23.42,0.57,0.04,14.258,0,89,8.3,10.8,0
"485","2021-10-08","ul4-1","2021-10-08_ul4-1",16,"ul","ewa","1",27,1,9,2,"0.347",58.14,24.42,0.796,0.048,16.677,0,75.1,5.7,13.2,0
"486","2021-10-08","ul4-2","2021-10-08_ul4-2",16,"ul","ewa","2",27,1,9,2,"0.26",59.85,25.14,0.787,0.03,26.646,0,73.8,3.5,21.2,0
"487","2021-10-08","ul4-3","2021-10-08_ul4-3",16,"ul","ewa","3",27,1,9,2,"0.365",59.56,25.02,0.775,0.034,23.041,0,76.4,4.2,18.1,0
"488","2021-10-08","ul4-4","2021-10-08_ul4-4",16,"ul","ewa","4",27,1,9,2,"0.384",67.83,28.49,0.762,0.034,22.425,0,84.4,4.9,17.2,0
"489","2021-10-08","hm5-1","2021-10-08_hm5-1",17,"hm","ewa","1",20,2,9,2,"0.746",68.06,28.59,0.669,0.041,16.202,0,86.6,7,12.3,0
"490","2021-10-08","hm5-2","2021-10-08_hm5-2",17,"hm","ewa","2",20,2,9,2,"0.688",60.68,25.49,0.619,0.022,27.806,0,97,4.7,20.5,0
"491","2021-10-08","hm5-3","2021-10-08_hm5-3",17,"hm","ewa","3",20,2,9,2,"0.658",74.62,31.34,0.562,0.039,14.477,0,86.7,7.9,11,0
"492","2021-10-08","hm5-4","2021-10-08_hm5-4",17,"hm","ewa","4",20,2,9,2,"0.541",66.97,28.13,0.584,0.035,16.631,0,120.3,10.4,11.5,0
"493","2021-10-08","ul5-1","2021-10-08_ul5-1",17,"ul","ewa","1",20,2,9,2,"0.338",48.07,20.19,0.745,0.057,13.087,0,66.3,6.2,10.7,0
"494","2021-10-08","ul5-2","2021-10-08_ul5-2",17,"ul","ewa","2",20,2,9,2,"0.507",57,23.94,0.761,0.04,19.003,0,70.8,4.6,15.3,0
"495","2021-10-08","ul5-3","2021-10-08_ul5-3",17,"ul","ewa","3",20,2,9,2,"0.553",64.12,26.93,0.728,0.043,16.779,0,85.3,6.7,12.8,0
"496","2021-10-08","ul5-4","2021-10-08_ul5-4",17,"ul","ewa","4",20,2,9,2,"0.993",80.22,33.69,0.78,0.039,20.181,0,99,6.7,14.8,0
"497","2021-10-08","hm6-1","2021-10-08_hm6-1",18,"hm","ewa","1",20,3,9,2,"0.817",71.82,30.16,0.692,0.029,24.114,0,108.1,6.3,17.2,0
"498","2021-10-08","hm6-2","2021-10-08_hm6-2",18,"hm","ewa","2",20,3,9,2,"0.443",64.78,27.21,0.591,0.034,17.53,0,102.1,8,12.7,0
"499","2021-10-08","hm6-3","2021-10-08_hm6-3",18,"hm","ewa","3",20,3,9,2,"0.617",53.2,22.34,0.584,0.041,14.365,0,101.3,9.7,10.5,0
"500","2021-10-08","hm6-4","2021-10-08_hm6-4",18,"hm","ewa","4",20,3,9,2,"0.749",63.55,26.69,0.617,0.026,23.806,0,121.2,0,9197.3,0
"501","2021-10-08","ul6-1","2021-10-08_ul6-1",18,"ul","ewa","1",20,3,9,2,"0.376",65.27,27.41,0.766,0.026,29.431,0,83.6,3.7,22.6,0
"502","2021-10-08","ul6-2","2021-10-08_ul6-2",18,"ul","ewa","2",20,3,9,2,"0.469",75.53,31.72,0.768,0.035,22.179,0,94.2,5.7,16.5,0
"503","2021-10-08","ul6-3","2021-10-08_ul6-3",18,"ul","ewa","3",20,3,9,2,"0.497",69.25,29.08,0.763,0.039,19.736,0,88.8,6,14.9,0
"504","2021-10-08","ul6-4","2021-10-08_ul6-4",18,"ul","ewa","4",20,3,9,2,"0.623",70.68,29.69,0.744,0.049,15.229,0,89.5,7.8,11.5,0
"505","2021-10-08","hm1-1","2021-10-08_hm1-1",13,"hm","ewa","1",30,4,9,2,"0.552",59.86,25.14,0.632,0.036,17.601,0,73.2,5.2,14,0
"506","2021-10-08","hm1-2","2021-10-08_hm1-2",13,"hm","ewa","2",30,4,9,2,"0.732",50.02,21.01,0.664,0.03,22.427,0,67.7,3.7,18.2,0
